證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
0050,元大台灣50,9701000,1168500550,120.95,121.15,120.2,120.4,-1.05,3246
0051,元大中型100,19000,1085100,57.4,57.5,56.8,56.9,-0.15,19
0052,富邦科技,151000,16298600,108.5,108.95,107.55,107.65,-1.65,132
0053,元大電子,7000,423300,60.6,60.6,60.35,60.35,-0.85,7
0055,元大MSCI金融,140000,3062300,21.9,21.94,21.81,21.84,0,84
0056,元大高股息,22600000,635545870,28.31,28.33,28.05,28.06,-0.25,12460
0057,富邦摩台,3000,262750,87.75,87.75,87.3,87.3,-1,3
0061,元大寶滬深,62000,1177280,19,19.05,18.92,19,0,19
006203,元大MSCI台灣,3000,174600,58.15,58.25,58.15,58.2,-0.55,3
006204,永豐臺灣加權,74000,5835350,78.95,78.95,78.65,78.65,-0.85,7
006205,富邦上証,802000,25318000,31.61,31.62,31.5,31.62,0.04,47
006206,元大上證50,425000,12747030,30,30.06,29.81,30.03,0.03,220
006207,FH滬深,6000,149530,24.92,24.96,24.89,24.96,0.04,4
006208,富邦台50,2637000,183688050,70,70.05,69.45,69.6,-0.6,1619
00625K,富邦上証+R,,,,,,,0,
00631L,元大台灣50正2,3396000,390891900,116.2,116.7,114.3,114.5,-2.4,1478
00632R,元大台灣50反1,120310000,634159660,5.25,5.29,5.23,5.28,0.04,5169
00633L,富邦上証正2,4142000,158171610,38.1,38.4,37.95,38.17,0.17,943
00634R,富邦上証反1,368000,1648100,4.46,4.49,4.46,4.46,-0.03,17
00635U,期元大S&P黃金,526000,13084180,24.89,24.91,24.85,24.86,-0.19,145
00636,國泰中國A50,1730000,36923030,21.3,21.39,21.29,21.37,0.05,211
00636K,國泰中國A50+U,200,1404,7.02,7.02,7.02,7.02,0,2
00637L,元大滬深300正2,41532000,624011610,14.96,15.12,14.94,15.02,0.06,4148
00638R,元大滬深300反1,315000,2969860,9.42,9.44,9.38,9.41,-0.03,23
00639,富邦深100,1588000,20537750,12.92,12.96,12.91,12.96,0.01,268
00640L,富邦日本正2,133000,3824270,28.85,28.9,28.6,28.78,0.07,52
00641R,富邦日本反1,304000,2878790,9.45,9.51,9.45,9.49,0,33
00642U,期元大S&P石油,21372000,327509970,15.32,15.37,15.29,15.31,0.65,3237
00643,群益深証中小,71000,1071780,15.17,15.17,15.05,15.09,-0.01,20
00643K,群益深証中小+R,,,,,,,0,
00645,富邦日本,4000,104480,26.14,26.14,26.08,26.13,-0.02,4
00646,元大S&P500,310000,11610350,37.5,37.51,37.42,37.46,-0.14,149
00647L,元大S&P500正2,123000,6406100,52.2,52.2,51.95,52.1,-0.25,51
00648R,元大S&P500反1,1103000,8038360,7.28,7.3,7.28,7.3,0.04,82
00650L,FH香港正2,10423000,135229030,13.04,13.13,12.85,13.04,-0.07,1314
00651R,FH香港反1,182000,1539660,8.4,8.51,8.4,8.45,0.02,32
00652,富邦印度,297000,8267110,27.93,27.93,27.76,27.76,-0.1,119
00653L,富邦印度正2,201000,7804850,38.87,39.15,38.6,38.6,-0.22,120
00654R,富邦印度反1,86000,722500,8.39,8.44,8.39,8.44,0,16
00655L,國泰中國A50正2,1668000,45051110,26.98,27.17,26.85,27.03,0.13,358
00656R,國泰中國A50反1,285000,2396310,8.41,8.42,8.38,8.4,-0.04,13
00657,國泰日經225,102000,3332430,32.67,32.75,32.67,32.75,-0.05,4
00657K,國泰日經225+U,200,2150,10.75,10.75,10.75,10.75,-0.04,2
00660,元大歐洲50,163000,4936710,30.46,30.46,30.26,30.26,-0.09,11
00661,元大日經225,2000,69850,34.95,34.95,34.9,34.9,-0.04,2
00662,富邦NASDAQ,1823000,90554610,49.85,49.85,49.55,49.68,-0.57,505
00663L,國泰臺灣加權正2,8000,844800,105.6,105.65,105.5,105.55,-2.3,6
00664R,國泰臺灣加權反1,3999000,23773140,5.92,5.97,5.91,5.96,0.05,365
00665L,富邦恒生國企正2,32361000,260275150,8.06,8.14,7.96,8.06,-0.08,2579
00666R,富邦恒生國企反1,118000,1734140,14.68,14.78,14.65,14.68,0.03,22
00668,國泰美國道瓊,28000,1002490,35.8,35.85,35.78,35.8,0.06,16
00668K,國泰美國道瓊+U,200,2362,11.81,11.81,11.81,11.81,0.05,2
00669R,國泰美國道瓊反1,3790000,31071050,8.19,8.21,8.19,8.21,-0.01,301
00670L,富邦NASDAQ正2,1768000,110998500,62.85,63,62.6,62.65,-1.55,601
00671R,富邦NASDAQ反1,9072000,51827350,5.71,5.72,5.7,5.72,0.08,435
00673R,期元大S&P原油反1,22232000,206543480,9.3,9.31,9.25,9.3,-0.45,1735
00674R,期元大S&P黃金反1,1939000,23424040,12.09,12.1,12.06,12.1,0.08,201
00675L,富邦臺灣加權正2,1100000,50930900,46.78,47,46.03,46.15,-0.89,583
00676R,富邦臺灣加權反1,5142000,16841970,3.26,3.29,3.25,3.27,0.03,261
00678,群益NBI生技,315000,7792730,24.71,24.76,24.69,24.76,0.05,12
00680L,元大美債20正2,27315000,322500710,11.8,11.86,11.77,11.83,-0.44,4312
00681R,元大美債20反1,324000,5817570,17.96,17.98,17.93,17.94,0.32,57
00682U,期元大美元指數,63000,1283460,20.41,20.41,20.36,20.36,-0.13,21
00683L,期元大美元指正2,1117000,23720550,21.26,21.27,21.22,21.26,-0.17,196
00684R,期元大美元指反1,1000,16140,16.14,16.14,16.14,16.14,0.01,1
00685L,群益臺灣加權正2,105000,4325540,41.45,41.63,40.85,40.91,-0.83,56
00686R,群益臺灣加權反1,218000,773260,3.54,3.56,3.54,3.55,0.03,21
00688L,國泰20年美債正2,3229000,37855470,11.7,11.79,11.65,11.76,-0.43,618
00689R,國泰20年美債反1,44000,818640,18.67,18.67,18.6,18.61,0.34,7
00690,兆豐藍籌30,146000,4053520,27.88,27.88,27.68,27.77,-0.12,25
00692,富邦公司治理,1862000,55792850,30.08,30.12,29.9,29.93,-0.24,1003
00693U,期街口S&P黃豆,66000,1698910,25.71,25.77,25.68,25.74,0.29,35
00700,富邦恒生國企,184000,2322280,12.65,12.67,12.55,12.67,-0.04,22
00701,國泰股利精選30,828000,18753560,22.66,22.7,22.6,22.64,-0.02,232
00702,國泰標普低波高息,112000,2234370,19.97,19.98,19.89,19.98,-0.04,9
00703,台新MSCI中國,11000,174040,15.95,15.95,15.78,15.84,-0.11,9
00706L,期元大S&P日圓正2,932000,9500460,10.19,10.22,10.17,10.21,0.02,125
00707R,期元大S&P日圓反1,20000,469600,23.48,23.48,23.48,23.48,0,2
