證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","10274310","1192417644","116.05","116.65","115.50","116.00","-0.1000","16910"
"0051","元大中型100","35279","2002131","56.35","57.00","56.15","56.95","0.6000","167"
"0052","富邦科技","410789","40600238","98.60","99.45","98.35","99.05","0.3000","704"
"0053","元大電子","2811","162233","57.95","58.00","57.95","58.00","0.6000","750"
"0055","元大MSCI金融","58100","1291943","22.25","22.26","22.21","22.21","-0.0700","230"
"0056","元大高股息","11687702","326858856","27.85","28.11","27.77","28.02","0.1800","7504"
"0057","富邦摩台","5096","428400","84.25","84.40","84.25","84.25","0.3000","955"
"0061","元大寶滬深","116189","2186771","18.93","18.93","18.76","18.93","0.0200","866"
"006203","元大MSCI台灣","4714","264892","56.15","56.30","56.15","56.30","0.1500","443"
"006204","永豐臺灣加權","27461","2124853","77.60","77.60","77.35","77.35","0.0000","593"
"006205","富邦上証","2249353","71102732","31.55","31.69","31.52","31.67","0.0300","647"
"006206","元大上證50","16967","506259","29.82","29.96","29.82","29.90","-0.0900","593"
"006207","復華滬深","94555","2334863","24.65","24.78","24.65","24.78","0.0400","571"
"006208","富邦台50","5255205","352992960","67.10","67.45","66.90","67.20","0.1500","9464"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","2499480","275366692","109.70","111.15","109.10","110.30","0.2000","2146"
"00632R","元大台灣50反1","125519235","673274406","5.37","5.40","5.34","5.36","0.0000","4476"
"00633L","富邦上証正2","3041434","114429708","37.60","37.89","37.31","37.89","0.1900","818"
"00634R","富邦上証反1","274020","1230660","4.51","4.52","4.49","4.50","-0.0100","14"
"00635U","期元大S&P黃金","232546","5870467","25.17","25.30","25.15","25.27","0.0100","133"
"00636","國泰中國A50","1384425","29425727","21.29","21.30","21.16","21.30","0.0400","663"
"00636K","國泰中國A50+U","200","1386","6.93","6.93","6.93","6.93","0.0200","2"
"00637L","元大滬深300正2","32116292","476168378","14.87","14.93","14.71","14.93","0.0700","3851"
"00638R","元大滬深300反1","135000","1285070","9.53","9.55","9.49","9.49","-0.0100","25"
"00639","富邦深100","1181500","14806007","12.53","12.57","12.50","12.50","-0.0500","1063"
"00640L","富邦日本正2","101105","3149763","30.91","31.31","30.91","31.24","0.0900","31"
"00641R","富邦日本反1","973000","8890210","9.18","9.18","9.11","9.12","-0.0300","188"
"00642U","期元大S&P石油","11858377","186796067","15.77","15.77","15.73","15.76","-0.6500","3053"
"00643","群益深証中小","561624","8198442","14.58","14.65","14.55","14.55","-0.0800","665"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","12568","341842","27.17","27.30","27.13","27.30","0.0200","677"
"00646","元大S&P500","282880","10908145","38.69","38.69","38.53","38.57","-0.2600","581"
"00647L","元大S&P500正2","78147","4230396","54.15","54.20","54.05","54.20","-0.6500","86"
"00648R","元大S&P500反1","5682611","40794166","7.18","7.19","7.17","7.18","0.0500","569"
