證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","5326801","633413325","119.45","119.55","118.50","118.60","-0.3000","11296"
"0051","元大中型100","63731","3656245","57.70","57.70","57.05","57.05","-0.6500","265"
"0052","富邦科技","474082","48512690","102.70","102.85","101.50","101.60","0.0000","1088"
"0053","元大電子","10531","627194","60.00","60.00","59.00","59.00","-0.8000","990"
"0055","元大MSCI金融","52142","1161173","22.24","22.38","22.21","22.21","0.0000","229"
"0056","元大高股息","23096921","652916985","28.43","28.50","28.16","28.19","-0.2400","19648"
"0057","富邦摩台","3178","274355","86.85","86.85","86.20","86.20","-0.3500","1003"
"0061","元大寶滬深","76708","1491078","19.48","19.58","19.31","19.34","-0.1600","424"
"006203","元大MSCI台灣","19224","1108295","57.60","57.70","57.45","57.45","-0.2500","776"
"006204","永豐臺灣加權","24123","1893680","78.95","78.95","78.45","78.45","-0.6500","1000"
"006205","富邦上証","961210","31237365","32.64","32.69","32.30","32.35","-0.2900","171"
"006206","元大上證50","400872","12301225","30.84","30.84","30.50","30.60","-0.2400","865"
"006207","復華滬深","64673","1656209","25.65","25.65","25.38","25.38","-0.2200","20"
"006208","富邦台50","3379062","232949265","69.05","69.30","68.65","68.70","-0.2000","5630"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","3351693","384286518","115.85","116.00","113.55","113.70","-1.3000","3355"
"00632R","元大台灣50反1","149420119","788242418","5.24","5.30","5.24","5.29","0.0400","6597"
"00633L","富邦上証正2","3470118","135122480","39.19","39.30","38.61","38.68","-0.3900","1143"
"00634R","富邦上証反1","160000","707290","4.42","4.44","4.40","4.44","0.0200","24"
"00635U","期元大S&P黃金","411538","10419772","25.33","25.37","25.29","25.29","0.0700","140"
"00636","國泰中國A50","1213959","26322568","21.77","21.77","21.57","21.61","-0.0900","522"
"00636K","國泰中國A50+U","200","1414","7.07","7.07","7.07","7.07","-0.0300","2"
"00637L","元大滬深300正2","58526279","899952100","15.40","15.50","15.23","15.27","-0.1400","5240"
"00638R","元大滬深300反1","232000","2171810","9.33","9.38","9.32","9.38","0.0400","32"
"00639","富邦深100","1088584","14086731","13.05","13.08","12.88","12.91","-0.1200","1175"
"00640L","富邦日本正2","148059","4667447","31.73","31.74","31.32","31.45","-0.2100","53"
"00641R","富邦日本反1","678020","6158561","9.05","9.11","9.05","9.10","0.0300","133"
"00642U","期元大S&P石油","2506373","40880196","16.28","16.36","16.28","16.32","-0.2100","912"
"00643","群益深証中小","519322","7824227","15.26","15.29","15.00","15.04","-0.2100","1192"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","54984","1507755","27.49","27.53","27.33","27.37","-0.1100","982"
"00646","元大S&P500","524648","20483529","39.17","39.17","39.02","39.03","-0.2200","590"
"00647L","元大S&P500正2","166667","9297757","55.95","55.95","55.75","55.75","-0.3500","61"
"00648R","元大S&P500反1","2777000","19630740","7.06","7.08","7.06","7.08","0.0200","147"
"00650L","復華香港正2","10050861","137682138","13.81","13.86","13.53","13.55","-0.2600","1270"
"00651R","復華香港反1","1271075","10464548","8.21","8.29","8.19","8.29","0.0800","61"
"00652","富邦印度","139751","4041138","28.92","28.98","28.85","28.88","-0.0400","1115"
"00653L","富邦印度正2","92121","3804661","41.40","41.44","41.11","41.12","-0.0800","61"
"00654R","富邦印度反1","266010","2170951","8.15","8.18","8.14","8.18","0.0100","17"
"00655L","國泰中國A50正2","1528200","41957609","27.68","27.70","27.22","27.31","-0.2400","533"
"00656R","國泰中國A50反1","51000","426280","8.32","8.37","8.32","8.37","0.0500","9"
"00657","國泰日經225","106035","3624300","34.22","34.22","34.17","34.17","-0.1500","6"
"00657K","國泰日經225+U","200","2234","11.17","11.17","11.17","11.17","-0.0200","2"
"00660","元大歐洲50","65998","2087016","31.79","31.79","31.59","31.62","-0.1800","745"
"00661","元大日經225","1000","36480","36.48","36.48","36.48","36.48","-0.1200","1"
"00662","富邦NASDAQ","238738","12195311","51.25","51.25","51.05","51.05","-0.3000","254"
"00663L","國泰臺灣加權正2","43000","4551250","106.15","106.20","104.95","104.95","-1.5000","7"
"00664R","國泰臺灣加權反1","6695156","39839733","5.92","5.98","5.91","5.97","0.0300","500"
"00665L","富邦恒生國企正2","24843478","208151061","8.46","8.50","8.25","8.27","-0.2000","2835"
"00666R","富邦恒生國企反1","270020","3904618","14.41","14.51","14.36","14.51","0.2100","23"
"00668","國泰美國道瓊","6424","240459","37.50","37.54","37.50","37.50","-0.1300","981"
"00668K","國泰美國道瓊+U","200","2452","12.26","12.26","12.26","12.26","-0.0400","2"
"00669R","國泰美國道瓊反1","5713725","45310443","7.93","7.94","7.92","7.94","0.0200","313"
"00670L","富邦NASDAQ正2","1134195","74379214","65.70","65.75","65.45","65.50","-0.3000","560"
"00671R","富邦NASDAQ反1","10360155","57999396","5.59","5.61","5.59","5.61","0.0200","423"
"00673R","期元大S&P原油反1","57311790","497562144","8.69","8.71","8.66","8.67","0.0700","4151"
"00674R","期元大S&P黃金反1","1064030","12635497","11.87","11.90","11.84","11.90","-0.0300","178"
"00675L","富邦臺灣加權正2","887514","40943140","46.76","46.83","45.85","45.90","-0.6000","910"
"00676R","富邦臺灣加權反1","5476513","17940720","3.26","3.29","3.26","3.28","0.0100","280"
"00678","群益NBI生技","316640","8231822","26.00","26.03","25.94","26.00","-0.0400","840"
"00680L","元大美債20正2","20057300","237177111","11.78","11.86","11.78","11.86","0.2100","2564"
"00681R","元大美債20反1","383000","6880780","17.97","17.98","17.94","17.95","-0.1800","38"
"00682U","期元大美元指數","43000","872580","20.30","20.30","20.28","20.29","-0.0200","20"
"00683L","期元大美元指正2","1618149","34016276","21.00","21.06","20.98","21.06","-0.0400","245"
"00684R","期元大美元指反1","7000","113580","16.29","16.29","16.21","16.21","-0.0100","4"
"00685L","群益臺灣加權正2","148631","6098032","41.47","41.51","40.69","40.72","-0.5300","94"
"00686R","群益臺灣加權反1","1391000","4926520","3.54","3.57","3.53","3.57","0.0300","45"
"00688L","國泰20年美債正2","2983336","35011875","11.68","11.78","11.68","11.78","0.2200","384"
"00689R","國泰20年美債反1","6000","111730","18.62","18.63","18.62","18.63","0.0000","2"
"00690","兆豐藍籌30","201275","5518155","27.60","27.60","27.22","27.22","-0.2200","255"
"00692","富邦公司治理","1324852","39437846","29.88","29.92","29.66","29.69","-0.1200","1803"
"00693U","期街口S&P黃豆","25038","668524","26.73","26.73","26.63","26.68","-0.0800","13"
"00700","富邦恒生國企","147584","1906765","13.00","13.00","12.85","12.85","-0.2400","199"
"00701","國泰股利精選30","495781","11434223","23.01","23.11","23.01","23.05","0.0400","412"
"00702","國泰標普低波高息","122951","2559093","20.87","20.87","20.80","20.81","-0.2100","806"
"00703","台新MSCI中國","90204","1455026","16.06","16.20","16.04","16.05","-0.2500","963"
"00706L","期元大S&P日圓正2","1491737","14419171","9.62","9.69","9.62","9.69","0.1300","235"
"00707R","期元大S&P日圓反1","6000","145210","24.20","24.21","24.20","24.21","-0.1400","2"
"00708L","期元大S&P黃金正2","598025","17141196","28.68","28.75","28.58","28.58","0.1900","173"
"00709","富邦歐洲","41074","1039963","25.35","25.35","25.29","25.29","-0.0900","1010"
"00710B","復華彭博非投等債","302761","5358565","17.73","17.73","17.68","17.70","-0.0400","88"
"00711B","復華彭博新興債","104455","1688891","16.17","16.18","16.17","16.18","0.0300","949"
"00712","復華富時不動產","10548088","96373808","9.12","9.15","9.11","9.15","0.0100","3258"
"00713","元大台灣高息低波","8528396","344962701","40.51","40.62","40.33","40.35","-0.1600","6771"
"00714","群益道瓊美國地產","767227","13873892","18.21","18.21","18.04","18.05","0.0000","291"
"00715L","期街口布蘭特正2","30270961","420707300","13.91","13.98","13.84","13.93","-0.3900","4473"
"00717","富邦美國特別股","264989","3869292","14.65","14.65","14.58","14.60","0.0000","926"
"00728","第一金工業30","696744","16036053","23.09","23.16","22.89","22.89","-0.1700","501"
"00730","富邦臺灣優質高息","171499","3131072","18.31","18.36","18.20","18.22","-0.1000","253"
"00731","復華富時高息低波","1010497","57430099","57.00","57.00","56.70","56.70","-0.1500","143"
"00733","富邦臺灣中小","162147","5954328","37.12","37.30","36.41","36.50","0.0000","299"
"00735","國泰臺韓科技","236918","6289200","26.63","26.75","26.44","26.75","0.3100","926"
"00736","國泰新興市場","100923","1963509","19.46","19.46","19.46","19.46","-0.1000","851"
"00737","國泰AI+Robo","150545","4126972","27.41","27.43","27.40","27.41","-0.1200","131"
"00738U","期元大道瓊白銀","966440","24017687","24.87","24.88","24.76","24.79","0.0900","175"
"00739","元大MSCI A股","9703","228825","23.80","23.80","23.42","23.50","-0.3000","750"
"00752","中信中國50","5592749","103769320","18.73","18.73","18.46","18.46","-0.2700","1189"
"00753L","中信中國50正2","16909896","183353040","10.92","10.99","10.69","10.71","-0.2700","3019"
"00757","統一FANG+","533086","23448709","44.12","44.12","43.93","43.95","-0.1700","443"
"00762","元大全球AI","315211","11453299","36.35","36.37","36.27","36.32","-0.4800","332"
"00763U","期街口道瓊銅","32000","817210","25.54","25.57","25.47","25.47","-0.2500","16"
"00770","國泰北美科技","407934","11846193","29.05","29.06","29.02","29.02","-0.0400","234"
"00771","元大US高息特別股","40575","649936","16.04","16.04","16.01","16.02","0.0100","456"
"00775B","新光投等債15+","51919","1768499","34.09","34.09","34.08","34.08","0.1300","826"
"00783","富邦中証500","351000","7531610","21.76","21.78","21.39","21.39","-0.3300","19"
"00830","國泰費城半導體","1835104","49862449","27.16","27.20","27.15","27.16","-0.0300","785"
"00850","元大臺灣ESG永續","380586","11778550","30.98","31.10","30.85","30.87","-0.1100","575"
"00851","台新全球AI","5844","154776","26.51","26.60","26.51","26.60","-0.1500","542"
"00852L","國泰美國道瓊正2","335442","6468437","19.32","19.32","19.27","19.27","-0.1300","73"
"00861","元大全球未來通訊","92837","2604429","28.29","28.29","28.01","28.01","-0.2500","116"
"00865B","國泰US短期公債","154998","6294022","40.57","40.63","40.57","40.63","0.0100","1007"
"00875","國泰網路資安","231535","5932111","25.70","25.70","25.60","25.61","-0.0800","96"
"00876","元大全球5G","125594","3423992","27.20","27.37","27.16","27.17","-0.0300","120"
"00878","國泰永續高股息","45462443","795658952","17.52","17.60","17.46","17.47","-0.0500","25777"
"00881","國泰台灣5G+","10445614","156118969","14.99","15.03","14.86","14.88","-0.1000","4606"
"00882","中信中國高股息","10681094","131297794","12.25","12.36","12.23","12.25","-0.0200","2188"
"00885","富邦越南","6870554","77606938","11.35","11.35","11.28","11.28","-0.0200","2295"
"00891","中信關鍵半導體","8176041","104270412","12.90","12.93","12.65","12.66","-0.1900","4559"
"00892","富邦台灣半導體","11799878","139256793","11.94","11.96","11.69","11.70","-0.2300","2066"
"00893","國泰智能電動車","8842623","120880888","13.69","13.70","13.64","13.64","-0.2000","3520"
"00894","中信小資高價30","1470794","19657621","13.50","13.53","13.25","13.29","-0.2100","526"
"00895","富邦未來車","2485081","35899615","14.50","14.51","14.42","14.42","-0.2300","998"
"00896","中信綠能及電動車","1192379","17328374","14.54","14.63","14.45","14.48","-0.0800","548"
"00897","富邦基因免疫生技","1719364","13203304","7.69","7.69","7.67","7.68","-0.1000","276"
"00898","國泰基因免疫革命","1218970","9157451","7.52","7.54","7.49","7.49","-0.1500","213"
"00899","FT潔淨能源","300935","6564722","21.90","21.90","21.78","21.79","-0.1500","133"
"00900","富邦特選高股息30","14291125","163913400","11.58","11.60","11.40","11.40","-0.1800","7222"
"00901","永豐智能車供應鏈","351957","4505897","12.87","12.90","12.73","12.74","-0.1100","300"
"00902","中信電池及儲能","5602204","68840245","12.33","12.36","12.23","12.25","-0.1500","2271"
"00903","富邦元宇宙","1377198","13604770","9.91","9.91","9.86","9.87","-0.0900","2394"
"00904","新光臺灣半導體30","876512","10584785","12.21","12.22","11.99","12.00","-0.1900","336"
"00905","FT臺灣Smart","2741595","24642243","9.03","9.05","8.96","8.97","-0.0600","1150"
"00906","大華元宇宙科技50","4000","42760","10.69","10.69","10.69","10.69","-0.0500","3"
"00907","永豐優息存股","1763808","25527737","14.45","14.51","14.45","14.48","0.0000","989"
"00908","富邦入息REITs+","1090929","13094357","12.05","12.05","11.99","11.99","0.0000","290"
"00909","國泰數位支付服務","808242","13508199","16.90","16.90","16.65","16.65","0.0000","153"
"00910","第一金太空衛星","487353","7471929","15.35","15.36","15.29","15.29","-0.0700","172"
"00911","兆豐洲際半導體","125000","2146010","17.16","17.17","17.15","17.17","0.0700","12"
"00912","中信臺灣智慧50","3241679","46932489","14.59","14.61","14.37","14.38","0.0000","1629"
"00913","兆豐台灣晶圓製造","108090","1743668","16.26","16.26","16.11","16.11","-0.1400","14"
"00915","凱基優選高股息30","407194","6680088","16.47","16.49","16.34","16.38","-0.0900","372"
"00916","國泰全球品牌50","425987","6851677","16.11","16.11","16.07","16.08","-0.0300","249"
"00917","中信特選金融","831506","12602103","15.17","15.18","15.14","15.15","-0.0800","157"
"00918","大華優利高填息30","631033","10771053","17.22","17.22","17.00","17.02","-0.2000","377"
"00919","群益台灣精選高息","6426134","119859149","18.90","18.91","18.50","18.52","-0.3800","4212"
"00920","富邦ESG綠色電力","434748","7420855","17.07","17.08","17.06","17.06","-0.0300","93"
"00921","兆豐龍頭等權重","228473","3665620","16.20","16.20","15.94","15.98","-0.0900","167"
"00922","國泰台灣領袖50","5606912","82306541","14.75","14.76","14.63","14.64","-0.0600","2940"
"00923","群益台灣ESG低碳","7402042","109261188","14.84","14.86","14.70","14.71","-0.0800","3959"
"00925","新光標普電動車","492335","7034086","14.34","14.34","14.21","14.30","-0.1100","129"
"01001T","土銀富邦R1","64010","982492","15.40","15.50","15.21","15.50","0.1000","16"
"01002T","土銀國泰R1","188000","3308330","17.60","17.61","17.50","17.56","-0.0500","24"
"01003T","兆豐新光R1","2100","44470","21.18","21.18","21.18","21.18","0.0800","3"
