證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","7308582","863114882","117.80","118.50","117.70","118.15","-0.4500","16153"
"0051","元大中型100","25282","1449893","57.20","57.50","57.05","57.35","0.3000","152"
"0052","富邦科技","256798","25945687","101.00","101.50","100.65","100.95","-0.6500","549"
"0053","元大電子","6753","396401","58.90","58.90","58.75","58.90","-0.1000","1006"
"0055","元大MSCI金融","95406","2127649","22.21","22.34","22.21","22.33","0.1200","180"
"0056","元大高股息","11310486","319120974","28.18","28.31","28.08","28.27","0.0800","9111"
"0057","富邦摩台","28023","2395781","85.50","85.75","85.50","85.75","-0.4500","1001"
"0061","元大寶滬深","146062","2791051","19.34","19.34","19.05","19.07","-0.2700","867"
"006203","元大MSCI台灣","5031","287180","57.05","57.30","56.95","57.30","-0.1500","912"
"006204","永豐臺灣加權","23101","1812772","78.25","78.60","78.25","78.50","0.0500","951"
"006205","富邦上証","1321712","42189143","32.29","32.29","31.83","31.86","-0.4900","238"
"006206","元大上證50","119184","3586048","30.40","30.40","29.99","30.02","-0.5800","1074"
"006207","復華滬深","46496","1166016","25.31","25.31","24.95","24.95","-0.4300","29"
"006208","富邦台50","4157678","284562581","68.45","68.60","68.20","68.45","-0.2500","8115"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","1829497","207623354","113.00","114.05","112.80","113.80","0.1000","1734"
"00632R","元大台灣50反1","85444580","452469343","5.31","5.32","5.28","5.29","0.0000","4454"
"00633L","富邦上証正2","10873797","411459876","38.18","38.35","37.52","37.60","-1.0800","2932"
"00634R","富邦上証反1","777000","3492940","4.46","4.51","4.46","4.51","0.0700","65"
"00635U","期元大S&P黃金","625475","15677117","25.11","25.11","25.02","25.02","-0.2700","256"
"00636","國泰中國A50","896215","19108772","21.48","21.48","21.22","21.26","-0.3500","1131"
"00636K","國泰中國A50+U","200","1392","6.96","6.96","6.96","6.96","-0.1100","2"
"00637L","元大滬深300正2","92294510","1378387498","15.07","15.13","14.81","14.83","-0.4400","13102"
"00638R","元大滬深300反1","311000","2949880","9.44","9.53","9.44","9.52","0.1400","75"
"00639","富邦深100","1772926","22468506","12.90","12.90","12.62","12.63","-0.2800","1296"
"00640L","富邦日本正2","72110","2282999","31.65","31.73","31.59","31.59","0.1400","27"
"00641R","富邦日本反1","846571","7682131","9.07","9.09","9.06","9.09","-0.0100","109"
"00642U","期元大S&P石油","1414043","23071559","16.34","16.39","16.26","16.28","-0.0400","547"
"00643","群益深証中小","897348","13304408","15.00","15.00","14.79","14.79","-0.2500","453"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","46670","1283057","27.46","27.54","27.46","27.46","0.0900","915"
"00646","元大S&P500","342361","13355742","39.00","39.07","38.98","39.00","-0.0300","413"
"00647L","元大S&P500正2","238255","13255649","55.65","55.70","55.50","55.50","-0.2500","60"
"00648R","元大S&P500反1","2373000","16811800","7.08","7.09","7.07","7.09","0.0100","129"
"00650L","復華香港正2","9666473","128617489","13.39","13.54","13.13","13.15","-0.4000","1392"
"00651R","復華香港反1","1493000","12499910","8.30","8.42","8.29","8.42","0.1300","116"
"00652","富邦印度","219311","6352558","28.93","29.02","28.93","28.94","0.0600","289"
"00653L","富邦印度正2","156549","6482549","41.39","41.60","41.25","41.32","0.2000","77"
"00654R","富邦印度反1","131000","1066790","8.15","8.17","8.13","8.17","-0.0100","19"
"00655L","國泰中國A50正2","4764828","127129908","26.98","27.05","26.44","26.52","-0.7900","1215"
"00656R","國泰中國A50反1","942217","7960515","8.43","8.50","8.42","8.50","0.1300","60"
"00657","國泰日經225","115000","3945546","34.34","34.34","34.28","34.28","0.1100","963"
"00657K","國泰日經225+U","200","2236","11.18","11.18","11.18","11.18","0.0100","2"
"00660","元大歐洲50","4591","145253","31.74","31.90","31.74","31.90","0.2800","911"
"00661","元大日經225","8071","295334","36.71","36.71","36.66","36.66","0.1800","983"
"00662","富邦NASDAQ","136185","6950671","51.05","51.15","50.95","50.95","-0.1000","248"
"00663L","國泰臺灣加權正2","5000","526150","104.95","105.45","104.95","105.25","0.3000","4"
"00664R","國泰臺灣加權反1","8344286","49884795","5.99","6.00","5.96","5.96","-0.0100","320"
"00665L","富邦恒生國企正2","26455031","215616388","8.15","8.29","8.04","8.05","-0.2200","3084"
"00666R","富邦恒生國企反1","137000","2006230","14.61","14.74","14.58","14.74","0.2300","28"
"00668","國泰美國道瓊","8212","307544","37.50","37.52","37.50","37.50","0.0000","989"
"00668K","國泰美國道瓊+U","200","2448","12.24","12.24","12.24","12.24","-0.0200","2"
"00669R","國泰美國道瓊反1","4213450","33468171","7.94","7.95","7.93","7.95","0.0100","180"
"00670L","富邦NASDAQ正2","2062347","134508945","65.25","65.35","65.05","65.05","-0.4500","388"
"00671R","富邦NASDAQ反1","6058180","34012139","5.62","5.63","5.61","5.63","0.0200","326"
"00673R","期元大S&P原油反1","33919014","293986746","8.63","8.72","8.63","8.70","0.0300","2781"
"00674R","期元大S&P黃金反1","1322346","15862367","12.00","12.02","11.97","12.02","0.1200","233"
"00675L","富邦臺灣加權正2","658038","30200703","45.63","46.08","45.58","45.98","0.0800","490"
"00676R","富邦臺灣加權反1","2408174","7910405","3.29","3.30","3.27","3.28","0.0000","232"
"00678","群益NBI生技","418619","10997958","26.26","26.31","26.26","26.27","0.2700","991"
"00680L","元大美債20正2","20001536","233871336","11.69","11.71","11.67","11.70","-0.1600","2451"
"00681R","元大美債20反1","43000","776580","18.06","18.07","18.05","18.07","0.1200","13"
"00682U","期元大美元指數","118000","2393520","20.28","20.31","20.25","20.31","0.0200","34"
"00683L","期元大美元指正2","1185000","24900300","20.98","21.05","20.96","21.04","-0.0200","174"
"00684R","期元大美元指反1","2000","32460","16.23","16.23","16.23","16.23","0.0200","2"
"00685L","群益臺灣加權正2","297223","12081755","40.48","40.80","40.43","40.68","-0.0400","54"
"00686R","群益臺灣加權反1","3441100","12263736","3.58","3.58","3.56","3.56","-0.0100","52"
"00688L","國泰20年美債正2","2227310","25836641","11.60","11.62","11.59","11.61","-0.1700","371"
"00689R","國泰20年美債反1","2000","37490","18.76","18.76","18.73","18.73","0.1000","2"
"00690","兆豐藍籌30","129988","3541715","27.02","27.28","27.02","27.26","0.0400","769"
"00692","富邦公司治理","1606320","47558103","29.65","29.69","29.50","29.63","-0.0600","2062"
"00693U","期街口S&P黃豆","37000","977230","26.43","26.43","26.38","26.38","-0.3000","22"
"00700","富邦恒生國企","177639","2266638","12.75","12.81","12.69","12.69","-0.1600","1055"
"00701","國泰股利精選30","453055","10468967","23.04","23.16","23.02","23.14","0.0900","468"
"00702","國泰標普低波高息","126098","2619338","20.76","20.79","20.76","20.79","-0.0200","985"
"00703","台新MSCI中國","596834","9546089","16.01","16.05","15.85","15.85","-0.2000","942"
"00706L","期元大S&P日圓正2","1059940","10210169","9.67","9.67","9.59","9.62","-0.0700","200"
"00707R","期元大S&P日圓反1","","","","","","","0.0000",""
