證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","11354000","1376336400","121.40","121.70","120.75","121.20","0.6000","6157"
"0051","元大中型100","30000","1723050","57.50","57.60","57.20","57.35","0.5500","18"
"0052","富邦科技","176000","19208100","109.30","109.40","108.60","109.15","1.0500","128"
"0053","元大電子","2000","121600","60.65","60.95","60.65","60.95","0.5500","2"
"0055","元大MSCI金融","99000","2170100","21.95","21.96","21.83","21.83","-0.0600","47"
"0056","元大高股息","19714000","557388880","28.28","28.32","28.20","28.29","0.1400","6555"
"0057","富邦摩台","4000","352050","88.10","88.20","87.60","88.20","0.6500","4"
"0061","元大寶滬深","35000","665450","19.01","19.05","18.95","19.05","0.0400","20"
"006203","元大MSCI台灣","1000","58800","58.80","58.80","58.80","58.80","0.4500","1"
"006204","永豐臺灣加權","25000","1983900","79.30","79.45","79.30","79.35","0.5000","7"
"006205","富邦上証","1126000","35618720","31.68","31.82","31.51","31.71","0.0300","56"
"006206","元大上證50","37000","1110740","30.13","30.13","29.90","30.07","0.0200","16"
"006207","FH滬深","61000","1521010","24.94","25.01","24.93","25.01","0.0000","3"
"006208","富邦台50","2958000","207242350","70.25","70.35","69.80","70.05","0.2500","1770"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","2013000","234780750","116.80","117.25","115.90","116.80","1.3500","964"
"00632R","元大台灣50反1","85377000","446632490","5.23","5.25","5.22","5.23","-0.0400","4672"
"00633L","富邦上証正2","7445000","287806800","38.62","39.02","38.28","38.69","0.3000","1669"
"00634R","富邦上証反1","201000","893840","4.46","4.47","4.44","4.44","-0.0300","17"
"00635U","期元大S&P黃金","670000","16654450","24.89","24.92","24.82","24.92","-0.0300","114"
"00636","國泰中國A50","1210000","26037870","21.59","21.63","21.43","21.63","0.1900","196"
"00636K","國泰中國A50+U","200","1410","7.05","7.05","7.05","7.05","-0.0200","2"
"00637L","元大滬深300正2","74324000","1130420170","15.22","15.36","15.07","15.23","0.1100","7366"
"00638R","元大滬深300反1","490000","4599430","9.39","9.42","9.35","9.35","-0.0500","31"
"00639","富邦深100","548000","7124960","13.00","13.05","12.93","13.05","0.0600","47"
"00640L","富邦日本正2","304000","9043670","29.76","29.84","29.69","29.77","0.4200","77"
"00641R","富邦日本反1","389000","3626270","9.32","9.34","9.31","9.32","-0.0600","86"
"00642U","期元大S&P石油","5742000","88139870","15.42","15.42","15.31","15.35","-0.1700","1105"
"00643","群益深証中小","102000","1544330","15.14","15.21","15.08","15.21","0.0500","18"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","66000","1758970","26.64","26.67","26.64","26.64","0.2300","17"
"00646","元大S&P500","1040000","39541960","37.94","38.09","37.94","38.08","0.4700","387"
"00647L","元大S&P500正2","278000","14816550","53.20","53.40","53.20","53.40","1.0000","113"
"00648R","元大S&P500反1","1219000","8789310","7.21","7.22","7.20","7.21","-0.0700","136"
"00650L","FH香港正2","7320000","99496810","13.78","13.80","13.42","13.64","0.0100","1305"
"00651R","FH香港反1","252000","2089300","8.29","8.33","8.22","8.27","0.0300","56"
"00652","富邦印度","153000","4285870","28.01","28.04","27.97","28.04","0.2000","91"
"00653L","富邦印度正2","309000","12112780","39.16","39.31","39.04","39.14","0.2500","142"
"00654R","富邦印度反1","122000","1020760","8.36","8.38","8.36","8.38","-0.0400","27"
"00655L","國泰中國A50正2","1760000","48000250","27.27","27.60","27.03","27.37","0.2200","576"
"00656R","國泰中國A50反1","253000","2119780","8.36","8.40","8.34","8.38","0.0000","15"
"00657","國泰日經225","134000","4451540","33.22","33.28","33.22","33.28","0.2600","6"
"00657K","國泰日經225+U","200","2178","10.89","10.89","10.89","10.89","0.0500","2"
"00660","元大歐洲50","7000","214650","30.65","30.68","30.65","30.66","0.3800","7"
"00661","元大日經225","5000","177410","35.41","35.53","35.41","35.53","0.2700","3"
"00662","富邦NASDAQ","1185000","59745750","50.25","50.50","50.25","50.50","0.7900","419"
"00663L","國泰臺灣加權正2","37000","3969150","107.70","107.95","106.95","107.45","0.0000","6"
"00664R","國泰臺灣加權反1","6020000","35568230","5.90","5.93","5.89","5.91","-0.0300","323"
"00665L","富邦恒生國企正2","33779000","286347550","8.59","8.63","8.34","8.47","-0.0500","2975"
"00666R","富邦恒生國企反1","127000","1829950","14.36","14.46","14.25","14.42","0.1100","20"
"00668","國泰美國道瓊","24000","869310","36.14","36.27","36.14","36.24","0.2600","15"
"00668K","國泰美國道瓊+U","200","2374","11.87","11.87","11.87","11.87","0.0500","2"
"00669R","國泰美國道瓊反1","8752000","71314710","8.15","8.16","8.14","8.14","-0.0500","457"
"00670L","富邦NASDAQ正2","1612000","103499550","64.20","64.35","64.10","64.35","1.6500","760"
"00671R","富邦NASDAQ反1","10862000","61356580","5.65","5.66","5.64","5.64","-0.0800","714"
"00673R","期元大S&P原油反1","14206000","132117150","9.27","9.33","9.26","9.30","0.1000","1103"
"00674R","期元大S&P黃金反1","680000","8226150","12.09","12.11","12.07","12.07","0.0000","127"
"00675L","富邦臺灣加權正2","460000","21603140","47.01","47.17","46.68","46.98","0.5200","274"
"00676R","富邦臺灣加權反1","3063000","9933530","3.24","3.26","3.24","3.24","-0.0200","243"
"00678","群益NBI生技","324000","8154920","25.11","25.20","25.11","25.20","0.4000","17"
"00680L","元大美債20正2","9760000","114378190","11.75","11.75","11.69","11.71","-0.0600","1878"
"00681R","元大美債20反1","74000","1336880","18.03","18.09","18.03","18.09","0.0700","28"
"00682U","期元大美元指數","80000","1631200","20.40","20.41","20.38","20.38","-0.0200","21"
"00683L","期元大美元指正2","676000","14403360","21.30","21.33","21.28","21.28","0.0100","126"
"00684R","期元大美元指反1","","","","","","","0.0000",""
"00685L","群益臺灣加權正2","65000","2702480","41.60","41.77","41.32","41.62","0.5700","27"
"00686R","群益臺灣加權反1","537000","1889430","3.52","3.53","3.51","3.51","-0.0400","27"
"00688L","國泰20年美債正2","2781000","32399990","11.65","11.67","11.62","11.63","-0.0700","311"
"00689R","國泰20年美債反1","1000","18720","18.72","18.72","18.72","18.72","-0.0200","1"
"00690","兆豐藍籌30","139000","3863310","27.80","27.83","27.78","27.79","0.1000","24"
"00692","富邦公司治理","1920000","57977390","30.20","30.25","30.10","30.24","0.2100","837"
"00693U","期街口S&P黃豆","60000","1578090","26.28","26.34","26.27","26.32","0.2200","34"
"00700","富邦恒生國企","339000","4417750","13.19","13.19","12.94","13.07","0.0200","47"
"00701","國泰股利精選30","727000","16527630","22.70","22.77","22.70","22.72","0.0300","255"
"00702","國泰標普低波高息","176000","3575450","20.30","20.35","20.30","20.34","0.2800","16"
"00703","台新MSCI中國","40000","651010","16.42","16.42","16.19","16.30","-0.0300","17"
"00706L","期元大S&P日圓正2","2395000","23728170","9.92","9.93","9.88","9.93","-0.1300","352"
"00707R","期元大S&P日圓反1","3000","71670","23.87","23.93","23.87","23.93","0.2300","2"
"00708L","期元大S&P黃金正2","1443000","39836720","27.69","27.72","27.55","27.72","-0.1200","136"
"00709","富邦歐洲","53000","1271400","23.98","24.09","23.98","24.00","0.3300","11"
"00710B","FH彭博非投等債","157000","2738070","17.40","17.46","17.40","17.45","0.0800","60"
"00711B","FH彭博新興債","105000","1669520","15.91","15.91","15.89","15.91","0.0400","7"
"00712","FH富時不動產","11175000","108464770","9.69","9.73","9.67","9.72","0.0700","1962"
"00713","元大台灣高息低波","8596000","343277380","39.80","40.00","39.80","39.99","0.2600","2516"
"00714","群益道瓊美國地產","1023000","18157670","17.68","17.78","17.68","17.76","0.3300","216"
"00715L","期街口布蘭特正2","39140000","497131420","12.77","12.78","12.63","12.68","-0.3200","4608"
"00717","富邦美國特別股","163000","2318920","14.18","14.24","14.18","14.24","0.0700","42"
"00728","第一金工業30","311000","7394020","23.79","23.83","23.74","23.74","0.0600","90"
"00730","富邦臺灣優質高息","137000","2576980","18.85","18.85","18.74","18.81","0.0900","44"
"00731","FH富時高息低波","1053000","59337450","56.30","56.40","56.30","56.40","0.1500","39"
"00732","國泰RMB短期報酬","235000","9540270","40.42","40.71","40.42","40.71","0.0000","15"
"00733","富邦臺灣中小","127000","4637400","36.63","36.63","36.42","36.51","0.1300","49"
"00735","國泰臺韓科技","105000","2826480","26.93","26.95","26.81","26.95","0.2800","7"
"00736","國泰新興市場","107000","2058400","19.19","19.26","19.18","19.22","0.1000","6"
"00737","國泰AI+Robo","35000","949480","27.08","27.17","27.08","27.15","0.2600","23"
"00738U","期元大道瓊白銀","770000","17717980","22.99","23.08","22.95","23.07","0.1700","171"
"00739","元大MSCI A股","17000","395330","23.43","23.43","23.18","23.30","-0.1300","8"
"00752","中信中國50","3509000","66147140","18.89","18.99","18.70","18.99","0.1400","581"
"00753L","中信中國50正2","14874000","166330790","11.34","11.38","11.03","11.16","-0.0500","2313"
"00757","統一FANG+","463000","20284280","43.70","43.88","43.70","43.81","0.6000","192"
"00762","元大全球AI","156000","5641470","36.12","36.21","36.10","36.20","0.7000","68"
"00763U","期街口道瓊銅","15000","386670","25.79","25.80","25.73","25.80","0.1400","14"
"00770","國泰北美科技","568000","16183440","28.47","28.52","28.45","28.51","0.4800","214"
"00771","元大US高息特別股","17000","267410","15.69","15.78","15.69","15.76","0.0700","14"
"00775B","新光投等債15+","52000","1743860","33.30","33.56","33.30","33.54","0.2700","4"
"00783","富邦中証500","193000","4073880","21.16","21.20","21.03","21.20","-0.0100","13"
"00830","國泰費城半導體","6674000","185897310","27.85","27.88","27.82","27.85","0.6300","1511"
"00850","元大臺灣ESG永續","820000","25713900","31.10","31.45","31.10","31.39","0.1700","179"
"00851","台新全球AI","18000","479860","26.65","26.69","26.64","26.65","0.3200","10"
"00852L","國泰美國道瓊正2","1245000","22613660","18.16","18.21","18.13","18.21","0.2300","203"
"00861","元大全球未來通訊","619000","17601110","28.32","28.53","28.32","28.47","0.4000","342"
"00865B","國泰US短期公債","145000","5853700","40.36","40.38","40.35","40.35","0.0500","7"
"00875","國泰網路資安","42000","1058930","25.21","25.23","25.19","25.22","0.0800","17"
"00876","元大全球5G","1348000","37338720","27.64","27.74","27.64","27.72","0.3700","174"
"00878","國泰永續高股息","43476000","749903290","17.23","17.28","17.21","17.25","0.0500","9002"
"00881","國泰台灣5G+","7382000","112965990","15.21","15.35","15.21","15.32","0.1500","1463"
"00882","中信中國高股息","23488000","277962060","11.93","11.94","11.80","11.85","-0.0100","6543"
"00885","富邦越南","27465000","310764710","11.24","11.39","11.22","11.37","0.2000","3753"
"00891","中信關鍵半導體","6402000","85518960","13.35","13.41","13.30","13.36","0.1500","1242"
"00892","富邦台灣半導體","2509000","30484760","12.15","12.18","12.12","12.17","0.1400","413"
"00893","國泰智能電動車","21244000","297387280","14.00","14.02","13.97","14.00","0.2000","4081"
"00894","中信小資高價30","1351000","18743980","13.88","13.91","13.83","13.86","0.1000","143"
"00895","富邦未來車","2337000","34931490","14.89","14.97","14.89","14.95","0.2000","692"
"00896","中信綠能及電動車","1438000","20908150","14.51","14.58","14.50","14.54","0.0900","373"
"00897","富邦基因免疫生技","1382000","10309490","7.46","7.48","7.45","7.47","0.1300","200"
"00898","國泰基因免疫革命","890000","6342820","7.11","7.15","7.11","7.13","0.0700","135"
"00899","FT潔淨能源","212000","4565360","21.42","21.60","21.42","21.60","0.4800","71"
"00900","富邦特選高股息30","5240000","60980630","11.60","11.68","11.60","11.65","0.0900","1174"
"00901","永豐智能車供應鏈","439000","5775270","13.13","13.19","13.12","13.17","0.0900","100"
"00902","中信電池及儲能","2731000","33927460","12.42","12.46","12.37","12.44","0.1000","664"
"00903","富邦元宇宙","4912000","48406820","9.84","9.88","9.83","9.87","0.1900","573"
"00904","新光臺灣半導體30","476000","5992500","12.58","12.64","12.53","12.60","0.1800","87"
"00905","FT臺灣Smart","2666000","24268540","9.06","9.12","9.06","9.10","0.0500","401"
"00906","大華元宇宙科技50","46000","490200","10.60","10.68","10.42","10.68","0.1400","15"
"00907","永豐優息存股","929000","13410070","14.47","14.50","14.41","14.43","-0.0300","327"
"00908","富邦入息REITs+","2123000","25127630","11.78","11.90","11.78","11.85","0.2100","282"
"00909","國泰數位支付服務","797000","13288040","16.65","16.68","16.63","16.68","0.3000","64"
"00910","第一金太空衛星","195000","2971600","15.25","15.26","15.23","15.26","0.1800","31"
"00911","兆豐洲際半導體","209000","3674620","17.58","17.61","17.54","17.61","0.4400","59"
"00912","中信臺灣智慧50","860000","12886320","15.04","15.04","14.93","14.99","0.1000","97"
"00913","兆豐台灣晶圓製造","140000","2365930","16.90","16.93","16.89","16.90","0.2300","12"
"00915","凱基優選高股息30","452000","7371130","16.32","16.35","16.27","16.32","0.0800","121"
"00916","國泰全球品牌50","977000","15214640","15.56","15.60","15.55","15.58","0.2100","244"
"00917","中信特選金融","396000","5750290","14.50","14.54","14.50","14.52","0.1400","93"
"00918","大華優利高填息30","78000","1317180","16.80","16.94","16.80","16.92","0.1600","45"
"00919","群益台灣精選高息","843000","15818900","18.78","18.81","18.73","18.79","0.1100","242"
"00920","富邦ESG綠色電力","255000","4186560","16.39","16.44","16.39","16.44","0.1800","27"
"00921","兆豐龍頭等權重","147000","2315310","15.75","15.77","15.73","15.74","0.0900","53"
"00922","國泰台灣領袖50","7946000","118737330","14.92","14.97","14.90","14.94","0.0700","1634"
"00923","群益台灣ESG低碳","4414000","66512750","15.08","15.10","15.03","15.07","0.0800","879"
"01001T","土銀富邦R1","3000","46500","15.50","15.50","15.50","15.50","-0.1000","2"
"01002T","土銀國泰R1","22000","386720","17.60","17.60","17.56","17.56","-0.0400","8"
