證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","6233410","753799317","121.00","121.15","120.40","120.85","-0.1500","7741"
"0051","元大中型100","36651","2146247","58.35","58.75","58.30","58.60","0.6500","169"
"0052","富邦科技","413085","44874753","108.55","109.05","108.15","108.50","-0.2000","447"
"0053","元大電子","4288","260545","60.90","61.00","60.90","61.00","0.0500","881"
"0055","元大MSCI金融","227892","5055191","22.05","22.22","22.05","22.15","0.1000","327"
"0056","元大高股息","16691958","478236264","28.50","28.72","28.50","28.70","0.2000","10006"
"0057","富邦摩台","3410","298286","87.60","87.75","87.60","87.75","-0.0500","1010"
"0061","元大寶滬深","146955","2861632","19.60","19.60","19.45","19.46","-0.0600","762"
"006203","元大MSCI台灣","2403","140551","58.65","58.65","58.55","58.55","-0.0500","388"
"006204","永豐臺灣加權","22503","1799206","80.05","80.05","80.00","80.00","0.1500","945"
"006205","富邦上証","944758","30481717","32.40","32.42","32.22","32.23","-0.1500","148"
"006206","元大上證50","388680","11889537","30.70","30.70","30.50","30.58","-0.0300","524"
"006207","復華滬深","66002","1685090","25.53","25.57","25.53","25.54","-0.1800","864"
"006208","富邦台50","2318602","162217797","69.90","70.15","69.75","69.95","-0.1000","4826"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","2312198","272196342","117.10","118.55","116.80","117.90","0.5500","1477"
"00632R","元大台灣50反1","89176169","463790143","5.22","5.23","5.19","5.20","-0.0200","4993"
"00633L","富邦上証正2","5088526","198250308","39.14","39.42","38.66","38.68","-0.3800","1553"
"00634R","富邦上証反1","98000","434700","4.41","4.45","4.41","4.45","0.0300","11"
"00635U","期元大S&P黃金","515205","13040030","25.21","25.37","25.20","25.37","0.1200","218"
"00636","國泰中國A50","1046068","22628085","21.71","21.76","21.58","21.59","-0.1200","1054"
"00636K","國泰中國A50+U","200","1414","7.07","7.07","7.07","7.07","-0.0500","2"
"00637L","元大滬深300正2","53072847","815483666","15.45","15.53","15.22","15.22","-0.1700","7076"
"00638R","元大滬深300反1","82000","764050","9.31","9.36","9.28","9.36","0.0500","26"
"00639","富邦深100","409295","5402905","13.26","13.30","13.19","13.20","-0.0600","620"
"00640L","富邦日本正2","438270","13209199","30.00","30.35","29.96","30.18","0.5600","108"
"00641R","富邦日本反1","277300","2561718","9.27","9.27","9.21","9.22","-0.1000","80"
"00642U","期元大S&P石油","5174029","87440048","16.84","16.97","16.84","16.95","-0.0500","965"
"00643","群益深証中小","271421","4196562","15.49","15.50","15.42","15.42","-0.0800","530"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","36536","977645","26.67","26.84","26.67","26.80","0.2400","48"
"00646","元大S&P500","666736","25852310","38.74","38.80","38.74","38.77","0.0900","521"
"00647L","元大S&P500正2","190251","10529778","55.30","55.45","55.30","55.30","0.2000","54"
"00648R","元大S&P500反1","1822060","12904476","7.09","7.09","7.08","7.08","-0.0300","175"
"00650L","復華香港正2","12888431","181197731","14.10","14.39","13.80","13.83","-0.2800","1856"
"00651R","復華香港反1","629000","5121380","8.08","8.21","8.04","8.21","0.0700","63"
"00652","富邦印度","292172","8463647","28.91","29.06","28.91","29.02","0.1100","907"
"00653L","富邦印度正2","384042","16043957","41.44","41.93","41.44","41.76","0.4500","154"
"00654R","富邦印度反1","176584","1432655","8.12","8.13","8.08","8.10","-0.0300","37"
"00655L","國泰中國A50正2","1890546","51964742","27.72","27.85","27.26","27.26","-0.3400","594"
"00656R","國泰中國A50反1","341000","2839720","8.29","8.36","8.28","8.36","0.0500","25"
"00657","國泰日經225","203944","6831566","33.40","33.53","33.40","33.50","0.4100","892"
"00657K","國泰日經225+U","200","2196","10.98","10.98","10.98","10.98","0.1300","2"
"00660","元大歐洲50","4227","132196","31.33","31.40","31.33","31.40","0.2800","868"
"00661","元大日經225","1926","68349","35.91","35.91","35.91","35.91","0.4100","890"
"00662","富邦NASDAQ","362714","18569780","51.20","51.30","51.10","51.20","0.0000","340"
"00663L","國泰臺灣加權正2","1050","114234","108.80","108.80","108.80","108.80","0.6000","8"
"00664R","國泰臺灣加權反1","4324315","25386095","5.89","5.90","5.86","5.86","-0.0300","354"
"00665L","富邦恒生國企正2","38099564","330596575","8.66","8.90","8.49","8.51","-0.1800","3342"
"00666R","富邦恒生國企反1","102000","1454460","14.10","14.34","14.03","14.28","0.1500","28"
"00668","國泰美國道瓊","29857","1110663","37.16","37.23","37.16","37.21","0.1300","1024"
"00668K","國泰美國道瓊+U","200","2442","12.21","12.21","12.21","12.21","0.0400","2"
"00669R","國泰美國道瓊反1","8625100","68477677","7.93","7.95","7.93","7.95","-0.0200","397"
"00670L","富邦NASDAQ正2","1496239","99159871","66.30","66.40","66.10","66.25","0.2500","585"
"00671R","富邦NASDAQ反1","13876100","77374649","5.58","5.59","5.56","5.58","-0.0200","419"
"00673R","期元大S&P原油反1","39403249","331402280","8.44","8.44","8.38","8.39","0.0300","3268"
"00674R","期元大S&P黃金反1","692253","8238865","11.93","11.95","11.89","11.89","-0.0400","159"
"00675L","富邦臺灣加權正2","624798","29720384","47.24","47.77","47.13","47.59","0.2900","406"
"00676R","富邦臺灣加權反1","3891949","12560934","3.24","3.25","3.22","3.24","0.0000","326"
"00678","群益NBI生技","342012","8760941","25.61","25.62","25.58","25.62","-0.0600","121"
"00680L","元大美債20正2","13645386","167759764","12.26","12.32","12.26","12.31","-0.1200","2337"
"00681R","元大美債20反1","151000","2656520","17.58","17.61","17.57","17.61","0.1100","38"
"00682U","期元大美元指數","86101","1752779","20.35","20.37","20.35","20.35","0.0400","35"
"00683L","期元大美元指正2","668934","14167735","21.17","21.21","21.15","21.17","0.0300","195"
"00684R","期元大美元指反1","1030","16687","16.20","16.20","16.20","16.20","-0.0200","2"
"00685L","群益臺灣加權正2","84860","3580781","41.95","42.37","41.95","42.15","0.2000","35"
"00686R","群益臺灣加權反1","162000","567270","3.51","3.51","3.49","3.50","-0.0100","20"
"00688L","國泰20年美債正2","2131100","26013473","12.20","12.23","12.17","12.22","-0.1200","307"
"00689R","國泰20年美債反1","12000","219040","18.22","18.26","18.22","18.26","0.1000","3"
"00690","兆豐藍籌30","122932","3422076","27.79","27.85","27.77","27.85","0.0600","313"
"00692","富邦公司治理","1060577","32038558","30.20","30.28","30.06","30.20","0.0000","1062"
"00693U","期街口S&P黃豆","90000","2388640","26.53","26.63","26.53","26.63","-0.0400","6"
"00700","富邦恒生國企","186770","2445901","13.19","13.30","13.02","13.06","-0.0900","129"
"00701","國泰股利精選30","920866","21161858","22.89","23.03","22.89","22.98","0.1000","575"
"00702","國泰標普低波高息","143979","2990249","20.73","20.79","20.73","20.77","0.0500","635"
"00703","台新MSCI中國","90569","1485026","16.46","16.56","16.29","16.31","-0.1500","545"
"00706L","期元大S&P日圓正2","2703176","26426998","9.79","9.80","9.75","9.80","-0.1000","457"
"00707R","期元大S&P日圓反1","7000","168000","24.00","24.00","24.00","24.00","0.0000","2"
"00708L","期元大S&P黃金正2","535050","15308149","28.49","28.74","28.41","28.72","0.2300","184"
"00709","富邦歐洲","37633","927789","24.68","24.70","24.67","24.68","0.1300","929"
"00710B","復華彭博非投等債","629956","11086679","17.57","17.61","17.57","17.61","0.0400","80"
"00711B","復華彭博新興債","116049","1883413","16.24","16.24","16.22","16.22","-0.0500","186"
"00712","復華富時不動產","26119149","242478220","9.28","9.34","9.16","9.33","-0.1500","11153"
"00713","元大台灣高息低波","6529742","265083678","40.50","40.68","40.42","40.65","0.2300","4165"
"00714","群益道瓊美國地產","300960","5491081","18.21","18.27","18.21","18.26","0.0200","197"
"00715L","期街口布蘭特正2","33544002","503976446","14.91","15.12","14.90","15.10","-0.0700","3059"
"00717","富邦美國特別股","155678","2260442","14.52","14.53","14.51","14.52","0.0000","310"
"00728","第一金工業30","332729","7900331","23.64","23.84","23.63","23.75","0.1400","283"
"00730","富邦臺灣優質高息","197003","3701693","18.80","18.82","18.77","18.77","-0.0300","199"
"00731","復華富時高息低波","1080299","61387367","56.70","56.90","56.70","56.90","0.2500","167"
"00732","國泰RMB短期報酬","3","119","","","","","0.0000","1"
"00733","富邦臺灣中小","263789","9781525","36.84","37.15","36.84","37.07","0.3400","242"
"00735","國泰臺韓科技","134562","3645451","27.00","27.13","27.00","27.07","0.0300","536"
"00736","國泰新興市場","101896","1981484","19.45","19.49","19.45","19.49","0.0400","898"
"00737","國泰AI+Robo","33241","911518","27.44","27.46","27.42","27.42","0.1500","1005"
"00738U","期元大道瓊白銀","520204","12797584","24.51","24.67","24.51","24.64","0.1900","163"
"00739","元大MSCI A股","14305","338953","23.83","23.84","23.65","23.65","-0.1800","286"
"00752","中信中國50","5995360","114152966","19.12","19.33","18.92","18.95","-0.2500","1172"
"00753L","中信中國50正2","13492396","152871346","11.35","11.55","11.18","11.21","-0.1300","2182"
"00757","統一FANG+","575011","25681598","44.54","44.72","44.54","44.63","0.1500","449"
"00762","元大全球AI","274217","10151307","37.02","37.08","36.98","37.05","0.3900","218"
"00763U","期街口道瓊銅","38100","961605","25.25","25.33","25.20","25.33","-0.0100","15"
"00770","國泰北美科技","148567","4309006","28.99","29.04","28.99","29.00","0.0900","1124"
"00771","元大US高息特別股","38488","609407","15.90","15.90","15.82","15.85","0.0000","536"
"00775B","新光投等債15+","51804","1776549","34.31","34.31","34.30","34.30","-0.0800","807"
"00783","富邦中証500","222041","4815585","21.75","21.76","21.64","21.65","-0.1100","19"
"00830","國泰費城半導體","2745625","76027739","27.70","27.73","27.66","27.68","0.4000","1331"
"00850","元大臺灣ESG永續","409059","12860055","31.48","31.49","31.30","31.40","0.0600","408"
"00851","台新全球AI","12540","336026","26.83","26.87","26.79","26.83","0.0900","358"
"00852L","國泰美國道瓊正2","448005","8578026","19.12","19.17","19.12","19.13","0.1100","94"
"00861","元大全球未來通訊","879034","25233754","28.57","28.76","28.57","28.76","0.2600","437"
"00865B","國泰US短期公債","103572","4184746","40.39","40.42","40.39","40.42","0.0400","481"
"00875","國泰網路資安","55293","1414226","25.54","25.61","25.54","25.55","0.0100","89"
"00876","元大全球5G","690800","19142792","27.68","27.78","27.63","27.64","0.1700","164"
"00878","國泰永續高股息","55857400","976422167","17.40","17.53","17.40","17.50","0.1000","21596"
"00881","國泰台灣5G+","5146122","78525949","15.24","15.31","15.19","15.25","0.0100","1863"
"00882","中信中國高股息","9232973","110992533","11.95","12.06","11.92","12.03","0.1000","2393"
"00885","富邦越南","15263101","173894729","11.44","11.45","11.36","11.38","-0.0700","4106"
"00891","中信關鍵半導體","6167409","82678688","13.32","13.47","13.32","13.42","0.1000","1632"
"00892","富邦台灣半導體","2811173","34502469","12.19","12.33","12.17","12.32","0.1300","720"
"00893","國泰智能電動車","14317052","200172246","13.91","14.03","13.90","13.97","0.2000","3641"
"00894","中信小資高價30","1270296","17731159","13.88","14.00","13.86","13.97","0.1000","398"
"00895","富邦未來車","1793089","26706551","14.77","14.92","14.77","14.89","0.1700","435"
"00896","中信綠能及電動車","2736959","40215748","14.61","14.73","14.61","14.71","0.1000","1071"
"00897","富邦基因免疫生技","1714507","12979390","7.58","7.58","7.55","7.56","-0.0500","237"
"00898","國泰基因免疫革命","727085","5395240","7.41","7.44","7.41","7.41","0.0600","213"
"00899","FT潔淨能源","181205","3930191","21.65","21.73","21.63","21.69","0.1600","146"
"00900","富邦特選高股息30","7846537","92267154","11.72","11.80","11.70","11.76","0.0400","2223"
"00901","永豐智能車供應鏈","425869","5584837","13.10","13.15","13.08","13.13","0.0300","193"
"00902","中信電池及儲能","11998062","149741584","12.33","12.61","12.31","12.52","0.2900","2623"
"00903","富邦元宇宙","1739705","17359961","9.98","9.99","9.96","9.96","0.0300","382"
"00904","新光臺灣半導體30","543451","6883881","12.58","12.72","12.58","12.68","0.0800","214"
"00905","FT臺灣Smart","2203517","20095249","9.10","9.14","9.09","9.11","0.0000","573"
"00906","大華元宇宙科技50","8000","86800","10.85","10.85","10.85","10.85","0.0000","3"
"00907","永豐優息存股","1963486","28718233","14.56","14.66","14.56","14.63","0.0700","660"
"00908","富邦入息REITs+","1603746","19555812","12.14","12.21","12.14","12.19","0.0500","164"
"00909","國泰數位支付服務","990210","16823217","16.89","17.02","16.89","17.00","0.2300","145"
"00910","第一金太空衛星","441595","6779600","15.34","15.38","15.32","15.38","0.0700","154"
"00911","兆豐洲際半導體","72200","1252301","17.34","17.39","17.32","17.33","0.1400","68"
"00912","中信臺灣智慧50","2218362","33463878","15.05","15.13","15.02","15.09","0.0400","762"
"00913","兆豐台灣晶圓製造","67001","1127006","16.79","16.88","16.79","16.88","0.0600","6"
"00915","凱基優選高股息30","520175","8592358","16.44","16.55","16.44","16.54","0.1000","317"
"00916","國泰全球品牌50","316155","5006085","15.85","15.85","15.81","15.83","-0.0200","296"
"00917","中信特選金融","681220","9911184","14.54","14.57","14.54","14.54","0.0000","140"
"00918","大華優利高填息30","187213","3227887","17.20","17.28","17.14","17.26","0.1300","110"
"00919","群益台灣精選高息","4203861","80589296","19.13","19.23","19.05","19.21","0.1600","1104"
"00920","富邦ESG綠色電力","608647","10177965","16.69","16.74","16.69","16.72","0.0900","108"
"00921","兆豐龍頭等權重","298495","4791066","16.00","16.10","16.00","16.08","0.1200","257"
"00922","國泰台灣領袖50","3340841","49884433","14.90","14.97","14.86","14.93","0.0500","1212"
"00923","群益台灣ESG低碳","5028164","75792303","15.04","15.11","15.01","15.06","0.0200","992"
"01001T","土銀富邦R1","15138","237704","15.65","15.80","15.65","15.80","0.1400","6"
"01002T","土銀國泰R1","2000","35250","17.70","17.70","17.55","17.55","-0.1500","2"
