證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","8076540","975648621","120.85","121.00","120.20","121.00","-0.6000","15029"
"0051","元大中型100","77670","4460622","57.50","57.60","57.05","57.45","-0.1500","223"
"0052","富邦科技","280925","30474565","108.65","108.90","108.05","108.55","-1.0500","559"
"0053","元大電子","12183","735842","60.75","60.75","60.15","60.70","-0.5500","1013"
"0055","元大MSCI金融","192068","4218251","21.97","22.02","21.90","22.01","0.1300","343"
"0056","元大高股息","21595887","613517741","28.43","28.47","28.28","28.47","0.0400","18156"
"0057","富邦摩台","2069","180541","87.65","87.65","87.65","87.65","-0.8500","996"
"0061","元大寶滬深","393360","7655868","19.30","19.54","19.30","19.43","0.1700","994"
"006203","元大MSCI台灣","7797","454656","58.30","58.50","58.15","58.45","-0.3000","976"
"006204","永豐臺灣加權","27850","2210382","79.55","79.55","79.20","79.40","-0.3500","975"
"006205","富邦上証","712954","22996417","32.24","32.40","32.16","32.20","0.1700","324"
"006206","元大上證50","83071","2528759","30.42","30.59","30.33","30.44","0.0200","1044"
"006207","復華滬深","92942","2380658","25.69","25.79","25.58","25.60","0.1700","1021"
"006208","富邦台50","6531388","456922495","70.25","70.25","69.60","70.05","-0.2000","9456"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","2560334","296193194","115.95","116.25","114.95","116.00","-1.5000","2278"
"00632R","元大台灣50反1","99220786","520984770","5.25","5.27","5.23","5.25","0.0300","4850"
"00633L","富邦上証正2","7369102","285840202","39.48","39.48","38.43","38.55","-0.7800","2027"
"00634R","富邦上証反1","436000","1931560","4.41","4.46","4.41","4.46","0.0500","30"
"00635U","期元大S&P黃金","1063980","27158004","25.51","25.56","25.48","25.54","0.4100","480"
"00636","國泰中國A50","1628530","35214304","21.75","21.75","21.53","21.59","-0.2300","1101"
"00636K","國泰中國A50+U","200","1414","7.07","7.07","7.07","7.07","-0.1300","2"
"00637L","元大滬深300正2","74526529","1141657792","15.52","15.54","15.15","15.20","-0.3000","8191"
"00638R","元大滬深300反1","170000","1592690","9.30","9.41","9.30","9.40","0.1200","25"
"00639","富邦深100","943116","12462359","13.24","13.39","13.13","13.21","0.0100","342"
"00640L","富邦日本正2","553597","16220201","29.36","29.43","29.15","29.19","-1.3900","273"
"00641R","富邦日本反1","588000","5513890","9.38","9.41","9.35","9.41","0.2000","108"
"00642U","期元大S&P石油","40185141","677860846","16.75","16.95","16.75","16.86","1.2000","6830"
"00643","群益深証中小","513256","7887942","15.37","15.44","15.29","15.42","0.1000","1057"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","139875","3696545","26.41","26.47","26.37","26.37","-0.6800","1045"
"00646","元大S&P500","1005376","38753290","38.51","38.59","38.49","38.55","0.3000","1059"
"00647L","元大S&P500正2","706900","38570559","54.70","54.70","54.45","54.50","0.4000","179"
"00648R","元大S&P500反1","1791000","12765790","7.10","7.14","7.10","7.14","-0.0200","126"
"00650L","復華香港正2","12457640","170518519","13.78","13.89","13.46","13.67","-0.3000","1517"
"00651R","復華香港反1","392000","3231580","8.23","8.30","8.15","8.24","0.0800","68"
"00652","富邦印度","717989","20631243","28.63","28.85","28.63","28.85","0.5800","1443"
"00653L","富邦印度正2","1105348","45310339","40.78","41.25","40.78","41.25","1.3700","494"
"00654R","富邦印度反1","142000","1161500","8.20","8.20","8.16","8.16","-0.1200","45"
"00655L","國泰中國A50正2","2639410","72344671","27.89","27.89","27.14","27.24","-0.5800","824"
"00656R","國泰中國A50反1","712000","5947180","8.31","8.39","8.30","8.37","0.0700","65"
"00657","國泰日經225","79010","2602650","32.93","32.96","32.86","32.86","-0.7100","9"
"00657K","國泰日經225+U","200","2152","10.76","10.76","10.76","10.76","-0.2800","2"
"00660","元大歐洲50","15527","479884","30.98","31.11","30.94","31.11","0.1000","1011"
"00661","元大日經225","2885","100545","35.19","35.19","35.19","35.19","-0.6800","976"
"00662","富邦NASDAQ","817649","41563073","50.95","50.95","50.60","50.90","-0.1500","637"
"00663L","國泰臺灣加權正2","23240","2480906","106.75","107.05","106.20","106.90","-1.2500","13"
"00664R","國泰臺灣加權反1","3785050","22424540","5.92","5.95","5.91","5.92","0.0400","240"
"00665L","富邦恒生國企正2","43625705","367694840","8.48","8.73","8.28","8.43","-0.3100","4241"
"00666R","富邦恒生國企反1","162000","2336890","14.38","14.52","14.35","14.39","0.2600","27"
"00668","國泰美國道瓊","173136","6415194","36.98","37.08","36.98","37.07","0.6700","739"
"00668K","國泰美國道瓊+U","200","2428","12.14","12.14","12.14","12.14","0.1800","2"
"00669R","國泰美國道瓊反1","9053870","72296631","8.01","8.01","7.97","7.99","-0.1100","669"
"00670L","富邦NASDAQ正2","2722600","176912092","65.00","65.10","64.85","64.95","-0.9500","897"
"00671R","富邦NASDAQ反1","8036745","45137667","5.60","5.62","5.60","5.62","0.0400","432"
"00673R","期元大S&P原油反1","171719366","1450718924","8.51","8.52","8.42","8.46","-0.6700","11486"
"00674R","期元大S&P黃金反1","2277885","26880095","11.76","11.83","11.76","11.81","-0.1900","448"
"00675L","富邦臺灣加權正2","1006665","46900789","46.70","46.82","46.27","46.69","-0.6100","752"
"00676R","富邦臺灣加權反1","2913150","9495827","3.25","3.28","3.25","3.26","0.0300","179"
"00678","群益NBI生技","492419","12575634","25.72","25.80","25.48","25.49","0.5000","1026"
"00680L","元大美債20正2","37498513","468020257","12.39","12.55","12.35","12.52","0.7200","4840"
"00681R","元大美債20反1","635143","11065068","17.40","17.46","17.40","17.44","-0.5600","100"
"00682U","期元大美元指數","53000","1073510","20.24","20.27","20.24","20.25","-0.0600","22"
"00683L","期元大美元指正2","1237611","26016224","21.00","21.05","20.98","21.03","-0.0600","234"
"00684R","期元大美元指反1","19020","308205","16.25","16.25","16.20","16.20","-0.0500","6"
"00685L","群益臺灣加權正2","123111","5098632","41.42","41.53","41.08","41.41","-0.5400","64"
"00686R","群益臺灣加權反1","1814000","6405170","3.53","3.54","3.52","3.54","0.0300","27"
"00688L","國泰20年美債正2","6167400","76429376","12.29","12.47","12.29","12.45","0.7400","848"
"00689R","國泰20年美債反1","350000","6331140","18.08","18.10","18.07","18.09","-0.6000","19"
"00690","兆豐藍籌30","117987","3258718","27.67","27.68","27.61","27.61","-0.2400","914"
"00692","富邦公司治理","4071728","122705053","30.26","30.26","29.99","30.11","-0.1900","3604"
