證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","5183750","621931940","120.35","120.40","119.75","119.95","-0.4000","8973"
"0051","元大中型100","60282","3536707","58.85","58.85","58.50","58.50","-0.3000","172"
"0052","富邦科技","303821","32574316","107.50","107.55","106.80","107.15","-0.4000","694"
"0053","元大電子","31350","1881509","60.05","60.15","60.00","60.15","0.0500","692"
"0055","元大MSCI金融","130524","2929046","22.42","22.49","22.35","22.42","0.0000","264"
"0056","元大高股息","17759658","509814276","28.83","28.85","28.61","28.67","-0.1300","13985"
"0057","富邦摩台","6376","554878","87.25","87.25","87.00","87.00","-0.2000","939"
"0061","元大寶滬深","118034","2328105","19.66","19.80","19.66","19.70","0.0900","289"
"006203","元大MSCI台灣","4397","254827","58.30","58.30","58.10","58.10","-0.1000","991"
"006204","永豐臺灣加權","23196","1849648","80.05","80.05","79.75","79.75","-0.3000","698"
"006205","富邦上証","2943137","97212258","32.82","33.14","32.82","33.08","0.3200","831"
"006206","元大上證50","101897","3184980","31.00","31.44","31.00","31.28","0.3100","412"
"006207","復華滬深","160450","4165911","25.90","26.04","25.90","25.94","0.1300","252"
"006208","富邦台50","2781217","193424012","69.75","69.75","69.35","69.50","-0.2500","5852"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","1713530","201144743","117.85","118.20","116.80","117.15","-0.8500","1649"
"00632R","元大台灣50反1","57984175","301903755","5.21","5.22","5.19","5.21","0.0100","2713"
"00633L","富邦上証正2","8742193","352660733","40.00","40.80","39.81","40.33","0.6700","2278"
"00634R","富邦上証反1","223000","966860","4.36","4.36","4.32","4.34","-0.0400","30"
"00635U","期元大S&P黃金","463476","11713875","25.25","25.33","25.22","25.30","-0.0800","215"
"00636","國泰中國A50","1558506","34347221","21.85","22.18","21.85","22.02","0.1900","1196"
"00636K","國泰中國A50+U","200","1446","7.23","7.23","7.23","7.23","0.0800","2"
"00637L","元大滬深300正2","86677865","1376564344","15.75","16.06","15.68","15.89","0.2800","11118"
"00638R","元大滬深300反1","617000","5658990","9.25","9.25","9.13","9.17","-0.0900","89"
"00639","富邦深100","882301","11638336","13.16","13.30","13.15","13.20","0.0400","667"
"00640L","富邦日本正2","206325","6533406","31.63","31.76","31.52","31.53","0.3600","102"
"00641R","富邦日本反1","1220327","11038415","9.05","9.07","9.03","9.07","-0.0400","196"
"00642U","期元大S&P石油","3036129","51882701","17.06","17.15","17.04","17.09","-0.2900","894"
"00643","群益深証中小","150271","2319372","15.55","15.55","15.40","15.44","0.0300","522"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","96829","2659899","27.48","27.48","27.43","27.43","0.1500","616"
"00646","元大S&P500","512643","20041726","39.04","39.13","39.04","39.10","0.0700","827"
"00647L","元大S&P500正2","147759","8326333","56.30","56.45","56.30","56.35","0.1500","46"
"00648R","元大S&P500反1","630050","4426952","7.03","7.03","7.02","7.03","-0.0100","107"
"00650L","復華香港正2","10234028","145256710","14.24","14.35","14.08","14.19","0.0300","1170"
"00651R","復華香港反1","278000","2242440","8.10","8.10","8.05","8.09","-0.0100","42"
"00652","富邦印度","200354","5793294","28.95","29.00","28.85","28.90","-0.0500","985"
"00653L","富邦印度正2","181643","7541057","41.55","41.75","41.32","41.50","-0.0800","102"
"00654R","富邦印度反1","116000","941270","8.12","8.13","8.10","8.12","0.0000","28"
"00655L","國泰中國A50正2","4174226","118839805","28.18","28.80","28.09","28.49","0.5000","944"
"00656R","國泰中國A50反1","105000","859440","8.23","8.23","8.13","8.19","-0.0600","25"
"00657","國泰日經225","111549","3820830","34.24","34.29","34.24","34.29","0.0900","558"
"00657K","國泰日經225+U","200","2248","11.24","11.24","11.24","11.24","0.0300","2"
"00660","元大歐洲50","7360","233075","31.70","31.77","31.70","31.77","-0.0300","796"
"00661","元大日經225","4927","179742","36.55","36.65","36.55","36.56","0.0600","841"
"00662","富邦NASDAQ","1847223","94383285","51.10","51.35","50.90","51.20","0.1000","595"
"00663L","國泰臺灣加權正2","4000","434150","108.60","108.65","108.45","108.45","-0.5500","4"
"00664R","國泰臺灣加權反1","4474133","26255987","5.86","5.89","5.86","5.89","0.0400","216"
"00665L","富邦恒生國企正2","23629010","207679398","8.77","8.88","8.71","8.76","0.0800","2428"
"00666R","富邦恒生國企反1","181000","2545360","14.08","14.09","13.99","14.05","-0.1000","15"
"00668","國泰美國道瓊","25672","966134","37.60","37.68","37.60","37.67","0.0900","971"
"00668K","國泰美國道瓊+U","200","2468","12.34","12.34","12.34","12.34","0.0300","2"
"00669R","國泰美國道瓊反1","3681000","28966760","7.87","7.88","7.86","7.88","0.0100","1044"
"00670L","富邦NASDAQ正2","915354","60763589","66.45","66.50","66.30","66.45","-0.1000","403"
"00671R","富邦NASDAQ反1","8323500","46297660","5.56","5.57","5.56","5.57","0.0200","292"
"00673R","期元大S&P原油反1","59561787","495172548","8.31","8.34","8.28","8.33","0.1600","2934"
"00674R","期元大S&P黃金反1","1083135","12866882","11.91","11.91","11.86","11.88","0.0400","196"
"00675L","富邦臺灣加權正2","607984","28854826","47.67","47.86","47.25","47.36","-0.4200","538"
"00676R","富邦臺灣加權反1","3319698","10716166","3.22","3.24","3.22","3.23","0.0000","145"
"00678","群益NBI生技","331835","8650029","26.08","26.08","26.05","26.07","0.1900","461"
"00680L","元大美債20正2","43755001","508355560","11.66","11.67","11.60","11.62","-0.2800","7007"
"00681R","元大美債20反1","531310","9630749","18.13","18.16","18.10","18.13","0.2500","71"
"00682U","期元大美元指數","299311","6077215","20.31","20.35","20.29","20.31","0.0500","59"
"00683L","期元大美元指正2","1566000","33026270","21.09","21.12","21.07","21.09","0.1600","307"
"00684R","期元大美元指反1","","","","","","","0.0000",""
"00685L","群益臺灣加權正2","184055","7769427","42.24","42.36","41.95","42.05","-0.1700","46"
"00686R","群益臺灣加權反1","2243000","7850820","3.50","3.51","3.49","3.51","0.0000","39"
