證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","8700172","1037538973","120.00","120.05","118.80","119.05","-0.9000","22007"
"0051","元大中型100","73416","4291980","58.50","58.55","58.25","58.45","-0.0500","173"
"0052","富邦科技","349045","37163057","107.15","107.15","105.95","106.15","-1.0000","765"
"0053","元大電子","10094","603696","60.10","60.10","59.60","59.60","-0.5500","1005"
"0055","元大MSCI金融","165794","3717174","22.42","22.49","22.35","22.35","-0.0700","281"
"0056","元大高股息","12559901","359582729","28.67","28.74","28.53","28.55","-0.1200","11209"
"0057","富邦摩台","2925","253338","87.20","87.20","86.55","86.55","-0.4500","888"
"0061","元大寶滬深","70324","1387425","19.80","19.80","19.72","19.73","0.0300","961"
"006203","元大MSCI台灣","4920","283864","58.10","58.10","57.60","57.60","-0.5000","914"
"006204","永豐臺灣加權","24017","1904959","79.90","79.90","79.20","79.30","-0.4500","1002"
"006205","富邦上証","1207712","39765139","33.07","33.12","32.84","32.89","-0.1900","341"
"006206","元大上證50","87371","2722671","31.28","31.28","31.08","31.18","-0.1000","983"
"006207","復華滬深","4296","110467","25.99","25.99","25.91","25.91","-0.0300","997"
"006208","富邦台50","4753612","328690031","69.50","69.60","68.90","69.00","-0.5000","10408"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","2276132","265391347","117.55","117.75","115.60","116.10","-1.0500","2431"
"00632R","元大台灣50反1","94844973","495785521","5.21","5.25","5.20","5.23","0.0200","3944"
"00633L","富邦上証正2","4080081","163932807","40.50","40.60","39.97","40.10","-0.2300","1034"
"00634R","富邦上証反1","126008","548224","4.34","4.36","4.33","4.34","0.0000","21"
"00635U","期元大S&P黃金","461509","11703888","25.38","25.41","25.34","25.36","0.0600","147"
"00636","國泰中國A50","2837280","62241977","22.14","22.14","21.88","21.91","-0.1100","1295"
"00636K","國泰中國A50+U","200","1440","7.20","7.20","7.20","7.20","-0.0300","2"
"00637L","元大滬深300正2","39864907","631120609","15.92","15.99","15.75","15.80","-0.0900","5007"
"00638R","元大滬深300反1","254000","2341330","9.21","9.22","9.19","9.21","0.0400","17"
"00639","富邦深100","437027","5745924","13.25","13.26","13.10","13.11","-0.0900","1027"
"00640L","富邦日本正2","92000","2892880","31.46","31.49","31.40","31.48","-0.0500","27"
"00641R","富邦日本反1","515019","4671542","9.07","9.09","9.06","9.08","0.0100","90"
"00642U","期元大S&P石油","2391833","40834080","17.09","17.15","17.02","17.02","-0.0700","522"
"00643","群益深証中小","695861","10721797","15.44","15.47","15.38","15.40","-0.0400","322"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","39794","1089070","27.38","27.40","27.35","27.36","-0.0700","453"
"00646","元大S&P500","423501","16542191","39.10","39.12","39.04","39.06","-0.0400","474"
"00647L","元大S&P500正2","192710","10852546","56.35","56.40","56.25","56.25","-0.1000","41"
