證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","6023403","705691455","116.85","117.55","116.85","117.40","1.4000","8752"
"0051","元大中型100","27184","1557220","57.15","57.40","57.15","57.40","0.4500","145"
"0052","富邦科技","196912","19711119","100.25","100.35","99.55","100.30","1.2500","381"
"0053","元大電子","4015","234380","58.65","58.65","58.45","58.45","0.4500","959"
"0055","元大MSCI金融","73984","1651217","22.28","22.37","22.25","22.31","0.1000","140"
"0056","元大高股息","9788742","276045811","28.18","28.25","28.13","28.23","0.2100","6495"
"0057","富邦摩台","1000","85150","85.15","85.15","85.15","85.15","0.9000","1"
"0061","元大寶滬深","240377","4596283","19.00","19.14","19.00","19.10","0.1700","698"
"006203","元大MSCI台灣","5231","296064","56.45","56.85","56.45","56.80","0.5000","999"
"006204","永豐臺灣加權","29573","2310648","77.80","78.25","77.80","78.25","0.9000","992"
"006205","富邦上証","1113089","35771810","31.85","32.22","31.85","32.13","0.4600","182"
"006206","元大上證50","51460","1566980","30.42","30.60","30.42","30.42","0.5200","1015"
"006207","復華滬深","117308","2945800","24.88","25.17","24.88","25.16","0.3800","28"
"006208","富邦台50","3196928","216844193","67.60","68.05","67.60","67.95","0.7500","4957"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","2910073","326985217","112.00","113.10","111.85","112.85","2.5500","2039"
"00632R","元大台灣50反1","194284502","1031957342","5.32","5.33","5.29","5.31","-0.0500","6237"
"00633L","富邦上証正2","8981069","349049252","38.35","39.18","38.35","38.74","0.8500","2149"
"00634R","富邦上証反1","283000","1254670","4.46","4.46","4.41","4.45","-0.0500","44"
"00635U","期元大S&P黃金","311831","7835184","25.11","25.17","25.10","25.13","-0.1400","170"
"00636","國泰中國A50","1093642","23643777","21.44","21.68","21.44","21.60","0.3000","872"
"00636K","國泰中國A50+U","200","1412","7.06","7.06","7.06","7.06","0.1300","2"
"00637L","元大滬深300正2","78457728","1201321295","15.14","15.44","15.13","15.28","0.3500","9723"
"00638R","元大滬深300反1","185000","1732540","9.43","9.43","9.32","9.37","-0.1200","55"
"00639","富邦深100","1654913","20980650","12.50","12.72","12.50","12.71","0.2100","1189"
"00640L","富邦日本正2","262000","8325350","31.78","31.97","31.60","31.97","0.7300","71"
"00641R","富邦日本反1","2089470","18867932","9.04","9.05","9.01","9.03","-0.0900","288"
"00642U","期元大S&P石油","4317001","68522276","15.80","15.97","15.79","15.90","0.1400","972"
"00643","群益深証中小","407718","5998610","14.56","14.80","14.56","14.77","0.2200","1108"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","61340","1691112","27.51","27.65","27.51","27.64","0.3400","43"
"00646","元大S&P500","680165","26656847","39.01","39.23","39.01","39.19","0.6200","416"
"00647L","元大S&P500正2","136086","7605547","55.80","56.00","55.75","55.80","1.6000","89"
"00648R","元大S&P500反1","7347000","51989820","7.08","7.09","7.06","7.09","-0.0900","345"
"00650L","復華香港正2","8465985","113337568","13.23","13.57","13.22","13.30","0.2600","1280"
"00651R","復華香港反1","1605200","13375362","8.43","8.43","8.27","8.36","-0.0900","81"
"00652","富邦印度","264848","7853775","29.57","29.72","29.55","29.62","0.2300","621"
"00653L","富邦印度正2","502963","21515839","42.70","42.93","42.49","42.70","0.5500","239"
"00654R","富邦印度反1","181000","1449250","8.03","8.04","7.99","8.02","-0.0600","29"
"00655L","國泰中國A50正2","4062512","111298036","27.05","27.59","27.05","27.28","0.5500","800"
"00656R","國泰中國A50反1","824000","6874250","8.40","8.40","8.32","8.35","-0.1100","47"
"00657","國泰日經225","223101","7677110","34.36","34.53","34.27","34.53","0.4600","12"
"00657K","國泰日經225+U","200","2244","11.22","11.22","11.22","11.22","0.1300","2"
"00660","元大歐洲50","43210","1364357","31.52","31.75","31.52","31.70","0.3100","1010"
"00661","元大日經225","18226","667679","36.55","36.86","36.50","36.86","0.4500","1011"
"00662","富邦NASDAQ","537720","27846806","51.50","51.90","51.50","51.85","1.0500","387"
"00663L","國泰臺灣加權正2","112003","11607361","103.80","104.35","103.60","103.60","1.5000","8"
"00664R","國泰臺灣加權反1","6225964","37301757","5.99","6.01","5.97","5.98","-0.0600","409"
"00665L","富邦恒生國企正2","25433511","207417198","8.06","8.29","8.04","8.10","0.1900","2714"
"00666R","富邦恒生國企反1","247000","3617820","14.75","14.75","14.50","14.66","-0.2300","42"
"00668","國泰美國道瓊","9382","353016","37.66","37.71","37.66","37.71","0.5500","601"
"00668K","國泰美國道瓊+U","200","2452","12.26","12.26","12.26","12.26","0.1700","2"
"00669R","國泰美國道瓊反1","11459370","90931118","7.95","7.95","7.92","7.94","-0.1000","666"
"00670L","富邦NASDAQ正2","2020408","134796262","66.65","66.90","66.60","66.65","2.2000","809"
"00671R","富邦NASDAQ反1","27685450","153646644","5.55","5.56","5.53","5.56","-0.1000","1121"
"00673R","期元大S&P原油反1","53538315","477265536","8.95","8.97","8.86","8.90","-0.0900","3398"
"00674R","期元大S&P黃金反1","912550","10913696","11.96","11.98","11.94","11.97","0.0600","142"
"00675L","富邦臺灣加權正2","666773","30294057","45.31","45.74","45.25","45.60","0.8900","573"
"00676R","富邦臺灣加權反1","6177615","20380887","3.31","3.31","3.29","3.29","-0.0400","302"
"00678","群益NBI生技","311639","8011690","25.67","25.75","25.67","25.75","0.1200","980"
"00680L","元大美債20正2","35298941","414631123","11.75","11.83","11.67","11.83","-0.1300","5108"
"00681R","元大美債20反1","281000","5053290","18.02","18.06","17.97","17.99","0.1100","20"
"00682U","期元大美元指數","21028","424836","20.18","20.24","20.18","20.24","0.0200","15"
"00683L","期元大美元指正2","859081","17964168","20.86","20.98","20.85","20.98","0.1400","159"
"00684R","期元大美元指反1","12000","194540","16.20","16.27","16.20","16.27","0.0500","2"
"00685L","群益臺灣加權正2","102206","4111469","40.14","40.50","40.06","40.35","0.7800","68"
"00686R","群益臺灣加權反1","1273000","4557280","3.58","3.59","3.57","3.57","-0.0400","54"
"00688L","國泰20年美債正2","5281535","61626001","11.67","11.75","11.59","11.75","-0.1400","803"
"00689R","國泰20年美債反1","170000","3177300","18.69","18.70","18.68","18.70","0.1900","5"
"00690","兆豐藍籌30","1003450","27298705","27.13","27.32","27.13","27.32","0.5400","620"
"00692","富邦公司治理","1845684","54286930","29.49","29.51","29.33","29.47","0.3200","1162"
"00693U","期街口S&P黃豆","85002","2185471","25.70","25.78","25.68","25.77","-0.0500","38"
"00700","富邦恒生國企","252050","3210964","12.71","12.84","12.70","12.80","0.2100","1047"
"00701","國泰股利精選30","670678","15510448","23.09","23.18","23.07","23.11","0.0500","370"
"00702","國泰標普低波高息","106007","2205295","20.83","20.83","20.80","20.80","0.2700","887"
"00703","台新MSCI中國","228000","3593140","15.84","15.92","15.71","15.72","0.2000","19"
"00706L","期元大S&P日圓正2","5140089","49307931","9.65","9.73","9.53","9.54","-0.1600","782"
"00707R","期元大S&P日圓反1","5000","121650","24.30","24.35","24.30","24.35","0.2500","3"
"00708L","期元大S&P黃金正2","725334","20461893","28.17","28.31","28.14","28.21","-0.3400","227"
"00709","富邦歐洲","38638","984087","25.44","25.50","25.43","25.43","0.1800","18"
"00710B","復華彭博非投等債","1196191","21358435","17.79","17.98","17.79","17.88","0.0900","150"
"00711B","復華彭博新興債","125341","2047440","16.33","16.35","16.30","16.35","0.0200","895"
"00712","復華富時不動產","21051585","193107443","9.18","9.19","9.13","9.18","0.2200","3738"
"00713","元大台灣高息低波","4922304","200104216","40.75","40.78","40.57","40.66","0.2300","3033"
"00714","群益道瓊美國地產","186854","3395079","18.24","18.24","18.13","18.18","0.2900","152"
"00715L","期街口布蘭特正2","40146137","531146340","13.11","13.40","13.08","13.30","0.2500","5096"
"00717","富邦美國特別股","166776","2428099","14.52","14.58","14.52","14.58","0.1000","174"
"00728","第一金工業30","473820","10788304","22.67","22.84","22.67","22.79","0.2000","260"
"00730","富邦臺灣優質高息","111571","2028278","18.11","18.24","18.11","18.17","0.1200","165"
"00731","復華富時高息低波","1077450","61312348","56.90","57.00","56.80","57.00","0.4500","177"
"00733","富邦臺灣中小","218265","8002488","36.80","36.82","36.51","36.62","0.1200","176"
"00735","國泰臺韓科技","111108","2893744","26.00","26.06","26.00","26.06","0.2300","15"
"00736","國泰新興市場","102310","1982440","19.28","19.39","19.28","19.39","0.1600","932"
