date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2007-05-15,01008T,3769000,37893180,10.06,10.07,10.03,10.04,0.04,189
2007-05-16,01008T,2110000,21124180,10.04,10.04,10.0,10.01,-0.03,188
2007-05-17,01008T,581000,5820460,10.02,10.03,10.0,10.02,0.01,55
2007-05-18,01008T,1675000,16717840,10.02,10.02,9.95,10.01,-0.01,67
2007-05-21,01008T,904000,9041030,10.0,10.01,10.0,10.0,-0.01,46
2007-05-22,01008T,591000,5910000,10.0,10.0,10.0,10.0,0.0,35
2007-05-23,01008T,312000,3119850,10.0,10.0,9.99,10.0,0.0,26
2007-05-24,01008T,215000,2149600,9.99,10.0,9.99,10.0,0.0,20
2007-05-25,01008T,1198000,11972400,10.0,10.0,9.99,10.0,0.0,74
2007-05-28,01008T,171000,1709860,10.0,10.0,9.99,10.0,0.0,13
2007-05-29,01008T,182000,1819180,9.99,10.0,9.99,10.0,0.0,13
2007-05-30,01008T,724000,7233290,9.99,10.0,9.99,10.0,0.0,33
2007-05-31,01008T,621000,6203800,9.99,10.0,9.98,10.0,0.0,34
2007-06-01,01008T,701000,6994490,10.0,10.0,9.95,9.99,-0.01,22
2007-06-04,01008T,333000,3327940,9.97,10.0,9.96,10.0,0.01,22
2007-06-05,01008T,498000,4969920,10.0,10.0,9.96,9.99,-0.01,18
2007-06-06,01008T,433000,4315200,9.99,9.99,9.96,9.96,-0.03,15
2007-06-07,01008T,38000,376990,9.95,9.97,9.9,9.97,0.01,9
2007-06-08,01008T,72000,713450,9.9,9.95,9.9,9.95,-0.02,18
2007-06-11,01008T,148000,1467980,9.95,9.97,9.9,9.9,-0.05,18
2007-06-12,01008T,286000,2832830,9.9,9.95,9.9,9.95,0.05,31
2007-06-13,01008T,256000,2534440,9.9,9.94,9.9,9.9,-0.05,9
2007-06-14,01008T,438000,4332000,9.9,9.9,9.88,9.9,0.0,16
2007-06-15,01008T,101000,987450,9.87,9.87,9.7,9.72,-0.18,16
2007-06-20,01008T,174000,1696600,9.75,9.8,9.75,9.8,0.08,21
2007-06-21,01008T,377000,3652840,9.8,9.8,9.6,9.72,-0.08,23
2007-06-22,01008T,803000,7626780,9.72,9.72,9.2,9.59,-0.13,52
2007-06-23,01008T,44000,416750,9.5,9.5,9.45,9.5,-0.09,10
2007-06-25,01008T,259000,2461050,9.5,9.55,9.5,9.5,0.0,25
2007-06-26,01008T,1000,9600,9.6,9.6,9.6,9.6,0.1,1
2007-06-27,01008T,67000,623380,9.3,9.58,9.3,9.58,-0.02,15
2007-06-28,01008T,4000,37940,9.48,9.49,9.48,9.49,-0.09,2
2007-06-29,01008T,655000,6090960,9.4,9.45,9.25,9.45,-0.04,84
2007-07-02,01008T,85000,791850,9.4,9.4,9.28,9.3,-0.15,23
2007-07-03,01008T,756000,7101830,9.3,9.5,9.2,9.5,0.2,83
2007-07-04,01008T,367000,3481250,9.45,9.53,9.4,9.5,0.0,44
2007-07-05,01008T,7000,65800,9.4,9.4,9.4,9.4,-0.1,4
2007-07-06,01008T,262000,2437650,9.35,9.35,9.3,9.3,-0.1,30
2007-07-09,01008T,238000,2196800,9.27,9.3,9.15,9.18,-0.12,34
2007-07-10,01008T,237000,2173450,9.2,9.2,9.15,9.2,0.02,20
2007-07-11,01008T,175000,1607800,9.2,9.2,9.15,9.18,-0.02,25
2007-07-12,01008T,1084000,9799340,9.18,9.18,8.98,9.11,-0.07,84
2007-07-13,01008T,591000,5301550,9.01,9.02,8.93,8.95,-0.16,45
2007-07-16,01008T,714000,6389220,8.95,8.96,8.9,8.95,0.0,40
2007-07-17,01008T,57000,509530,8.9,8.97,8.9,8.97,0.02,14
2007-07-18,01008T,482000,4320900,8.96,9.0,8.93,9.0,0.03,32
2007-07-19,01008T,172000,1547500,9.0,9.0,8.98,8.98,-0.02,23
2007-07-20,01008T,230000,2068160,8.98,9.0,8.97,8.97,-0.01,19
2007-07-23,01008T,212000,1907060,9.0,9.0,8.98,9.0,0.03,23
2007-07-24,01008T,737000,6625200,9.0,9.0,8.97,9.0,0.0,28
2007-07-25,01008T,42000,377540,8.98,9.0,8.98,9.0,0.0,9
2007-07-26,01008T,18000,161850,9.0,9.0,8.99,8.99,-0.01,4
2007-07-27,01008T,172000,1542850,8.99,8.99,8.95,8.97,-0.02,19
2007-07-30,01008T,318000,2848620,8.97,8.97,8.91,8.93,-0.04,14
2007-07-31,01008T,481000,4277400,8.91,8.92,8.88,8.88,-0.05,23
2007-08-01,01008T,181000,1604690,8.88,8.88,8.86,8.86,-0.02,17
2007-08-02,01008T,448000,3965380,8.86,8.86,8.84,8.84,-0.02,17
2007-08-03,01008T,398000,3502000,8.8,8.8,8.79,8.8,-0.04,23
2007-08-06,01008T,487000,4279390,8.8,8.8,8.78,8.78,-0.02,17
2007-08-07,01008T,120000,1052600,8.78,8.78,8.77,8.77,-0.01,6
2007-08-08,01008T,943000,8238950,8.76,8.76,8.72,8.73,-0.04,27
2007-08-09,01008T,1117000,9731090,8.73,8.74,8.7,8.7,-0.03,31
2007-08-10,01008T,1157000,9962020,8.66,8.66,8.5,8.6,-0.1,32
2007-08-13,01008T,1167000,9927950,8.58,8.58,8.45,8.48,-0.12,38
2007-08-14,01008T,177000,1497370,8.48,8.48,8.45,8.47,-0.01,9
2007-08-15,01008T,669000,5504220,8.45,8.45,8.1,8.15,-0.32,35
2007-08-16,01008T,943000,7610240,8.15,8.4,8.0,8.4,0.25,62
2007-08-17,01008T,30000,247910,8.2,8.4,8.2,8.38,-0.02,9
2007-08-20,01008T,257000,2183590,8.38,8.55,8.38,8.51,0.13,35
2007-08-21,01008T,59000,496460,8.51,8.51,8.4,8.4,-0.11,8
2007-08-22,01008T,5000,41770,8.35,8.36,8.35,8.36,-0.04,3
2007-08-23,01008T,50000,419550,8.35,8.4,8.35,8.4,0.04,5
2007-08-24,01008T,33000,277360,8.33,8.65,8.3,8.65,0.25,7
2007-08-27,01008T,18000,153700,8.6,8.6,8.5,8.5,-0.15,4
2007-08-28,01008T,3000,25500,8.5,8.5,8.5,8.5,0.0,1
2007-08-29,01008T,12000,100800,8.4,8.4,8.4,8.4,-0.1,2
2007-08-30,01008T,6000,50400,8.4,8.4,8.4,8.4,0.0,3
2007-08-31,01008T,27000,229500,8.5,8.5,8.5,8.5,0.1,7
2007-09-03,01008T,27000,225000,8.5,8.5,8.25,8.49,-0.01,5
2007-09-04,01008T,7000,58100,8.3,8.3,8.3,8.3,-0.19,2
2007-09-05,01008T,20000,168450,8.45,8.5,8.37,8.37,0.07,3
2007-09-06,01008T,10000,83500,8.35,8.35,8.35,8.35,-0.02,1
2007-09-07,01008T,10000,83500,8.35,8.35,8.35,8.35,0.0,3
2007-09-10,01008T,15000,127050,8.5,8.5,8.41,8.41,0.06,2
2007-09-11,01008T,15000,125860,8.37,8.41,8.37,8.41,0.0,5
2007-09-12,01008T,31000,262400,8.4,8.5,8.4,8.5,0.09,8
2007-09-13,01008T,5000,42000,8.4,8.4,8.4,8.4,-0.1,1
2007-09-14,01008T,40000,336210,8.41,8.41,8.4,8.4,0.0,9
2007-09-17,01008T,15000,127000,8.45,8.5,8.45,8.5,0.1,3
2007-09-19,01008T,15000,127150,8.5,8.5,8.43,8.43,-0.07,2
2007-09-20,01008T,15000,126750,8.45,8.45,8.45,8.45,0.02,3
2007-09-21,01008T,7000,60150,8.6,8.6,8.59,8.6,0.15,3
2007-09-26,01008T,6000,50710,8.41,8.46,8.41,8.46,-0.14,2
2007-09-27,01008T,0,0,0.0,0.0,0.0,0.0,0.0,0
2007-09-28,01008T,93000,785170,8.46,8.46,8.43,8.44,0.0,11
2007-09-29,01008T,11000,92950,8.45,8.45,8.45,8.45,0.01,4
2007-10-01,01008T,7000,59150,8.45,8.45,8.45,8.45,0.0,2
2007-10-02,01008T,42000,354650,8.45,8.45,8.43,8.44,-0.01,6
2007-10-03,01008T,16000,135700,8.45,8.5,8.45,8.5,0.06,3
2007-10-04,01008T,47000,399260,8.5,8.5,8.48,8.48,-0.02,8
2007-10-05,01008T,112000,957100,8.5,8.6,8.5,8.5,0.02,12
2007-10-08,01008T,0,0,0.0,0.0,0.0,0.0,0.0,0
2007-10-09,01008T,0,0,0.0,0.0,0.0,0.0,0.0,0
2007-10-11,01008T,75000,635850,8.51,8.51,8.45,8.45,0.0,7
2007-10-12,01008T,256000,2160600,8.45,8.45,8.43,8.45,0.0,26
2007-10-15,01008T,152000,1283980,8.45,8.45,8.44,8.45,0.0,11
2007-10-16,01008T,41000,346340,8.45,8.45,8.44,8.44,-0.01,7
