資料日期,代號,名稱,收盤,漲跌,開盤,最高,最低,成交股數,成交金額,成交筆數,最後買價,最後賣價,發行股數,次日漲停價,次日跌停價
"1120417","00679B","元大美債20年","32.04","-0.21","32.03","32.09","31.99","52228000","1673620060","17411","32.04","32.05","2342192000","9999.95","0.01"
"1120417","00687B","國泰20年美債","33.57","-0.26","33.56","33.63","33.55","14998000","503591450","3133","33.56","33.57","374787000","9999.95","0.01"
"1120417","00694B","富邦美債1-3","38.65","-0.01","38.71","38.71","38.60","172000","6650480","17","38.64","38.69","109076000","9999.95","0.01"
"1120417","00695B","富邦美債7-10","34.93","-0.13","34.98","34.99","34.93","200000","6989800","39","34.90","34.92","22686000","9999.95","0.01"
"1120417","00696B","富邦美債20年","33.95","-0.23","33.98","34.01","33.95","2265000","76934400","589","33.94","33.95","633181000","9999.95","0.01"
"1120417","00697B","元大美債7-10","36.04","-0.11","36.06","36.07","36.00","173000","6234480","66","36.01","36.05","13212000","9999.95","0.01"
"1120417","00718B","富邦中國政策債","20.08","-0.03","20.07","20.09","20.07","155000","3112380","7","20.03","20.06","620501000","9999.95","0.01"
"1120417","00719B","元大美債1-3","30.74","0.00","30.74","30.77","30.72","278000","8545280","100","30.73","30.74","207014000","9999.95","0.01"
"1120417","00720B","元大投資級公司債","34.95","-0.09","34.91","34.97","34.89","21276000","743265420","5886","34.94","34.95","1647609000","9999.95","0.01"
"1120417","00721B","元大中國債3-5","45.58","+0.06","45.54","45.60","45.44","56000","2552040","5","45.41","45.59","4622000","9999.95","0.01"
"1120417","00722B","群益15年IG電信債","38.07","-0.12","38.19","38.21","38.05","1385000","52780090","230","38.06","38.07","989239000","9999.95","0.01"
"1120417","00723B","群益15年IG科技債","33.93","-0.11","33.98","33.98","33.90","273000","9265300","15","33.90","33.93","1254083000","9999.95","0.01"
"1120417","00724B","群益10年IG金融債","33.50","+0.01","33.49","33.58","33.49","1191000","39925650","110","33.49","33.51","2526775000","9999.95","0.01"
"1120417","00725B","國泰投資級公司債","36.69","-0.10","36.62","36.70","36.60","9205000","337400040","1378","36.69","36.70","1869706000","9999.95","0.01"
"1120417","00726B","國泰5Y+新興債","33.81","-0.02","33.76","33.85","33.76","165000","5579350","21","33.80","33.82","1127989000","9999.95","0.01"
"1120417","00727B","國泰1-5Y非投等債","37.46","+0.05","37.45","37.49","37.42","166000","6215600","29","37.44","37.45","88689000","9999.95","0.01"
"1120417","00734B","台新JPM新興債","15.74","-0.01","15.72","15.75","15.72","1067000","16774600","28","15.73","15.74","30479000","9999.95","0.01"
"1120417","00740B","富邦全球投等債","39.37","-0.05","39.44","39.44","39.36","1261000","49653090","133","39.38","39.39","899471000","9999.95","0.01"
"1120417","00741B","富邦全球非投等債","36.15","+0.03","36.14","36.20","36.14","144000","5205940","15","36.15","36.16","8628000","9999.95","0.01"
"1120417","00744B","國泰中國政金債5+","43.25","-0.10","43.21","43.26","43.21","105000","4541250","4","43.20","43.23","25228000","9999.95","0.01"
"1120417","00746B","富邦A級公司債","36.86","-0.05","36.91","36.91","36.83","194000","7150350","38","36.86","36.87","1854464000","9999.95","0.01"
"1120417","00749B","凱基新興債10+","32.04","-0.05","32.01","32.04","32.00","114000","3652010","10","32.00","32.04","942500000","9999.95","0.01"
"1120417","00750B","凱基科技債10+","34.98","-0.02","34.98","34.98","34.98","100000","3498000","2","34.88","34.97","125500000","9999.95","0.01"
"1120417","00751B","元大AAA至A公司債","35.04","-0.14","35.10","35.10","35.02","11602000","406580240","3092","35.04","35.05","2063103000","9999.95","0.01"
"1120417","00754B","群益AAA-AA公司債","37.32","-0.09","37.39","37.39","37.32","265000","9896340","15","37.32","37.33","320900000","9999.95","0.01"
"1120417","00755B","群益15年IG公用債","34.87","-0.06","34.79","34.91","34.79","444000","15477770","36","34.86","34.87","140730000","9999.95","0.01"
"1120417","00756B","群益15年EM主權債","33.06","0.00","33.09","33.09","33.02","198000","6544070","36","33.04","33.06","1107800000","9999.95","0.01"
"1120417","00758B","復華能源債","51.85","-0.30","51.85","51.85","51.85","100000","5185000","2","51.80","51.90","5525000","9999.95","0.01"
