資料日期,代號,名稱,收盤,漲跌,開盤,最高,最低,成交股數,成交金額,成交筆數,最後買價,最後賣價,發行股數,次日漲停價,次日跌停價
"1120330","00679B","元大美債20年","31.63","-0.03","31.66","31.68","31.62","15194000","480892320","5408","31.62","31.63","2135192000","9999.95","0.01"
"1120330","00687B","國泰20年美債","33.18","-0.02","33.20","33.25","33.17","2903000","96415640","367","33.17","33.18","332287000","9999.95","0.01"
"1120330","00694B","富邦美債1-3","38.57","+0.04","38.53","38.57","38.53","250000","9640650","14","38.56","38.57","114576000","9999.95","0.01"
"1120330","00695B","富邦美債7-10","34.65","+0.02","34.64","34.68","34.64","263000","9119020","11","34.64","34.66","22686000","9999.95","0.01"
"1120330","00696B","富邦美債20年","33.52","-0.04","33.63","33.63","33.52","1477000","49560800","155","33.52","33.54","655181000","9999.95","0.01"
"1120330","00697B","元大美債7-10","35.70","0.00","35.71","35.72","35.70","94000","3355900","16","35.69","35.70","14212000","9999.95","0.01"
"1120330","00718B","富邦中國政策債","----","---","----","----","----","0","0","0","19.92","19.96","621501000","9999.95","0.01"
"1120330","00719B","元大美債1-3","30.63","+0.05","30.53","30.63","30.53","85000","2602760","35","30.62","30.64","214514000","9999.95","0.01"
"1120330","00720B","元大投資級公司債","34.30","+0.17","34.21","34.31","34.21","6807000","233385160","1070","34.29","34.30","1597609000","9999.95","0.01"
"1120330","00721B","元大中國債3-5","45.35","+0.04","45.25","45.35","45.25","53000","2403400","4","45.34","45.39","4622000","9999.95","0.01"
"1120330","00722B","群益15年IG電信債","37.61","+0.30","37.59","37.66","37.59","991000","37272220","82","37.60","37.61","990239000","9999.95","0.01"
"1120330","00723B","群益15年IG科技債","33.38","+0.24","33.14","33.44","33.14","645000","21546850","76","33.35","33.38","1253083000","9999.95","0.01"
"1120330","00724B","群益10年IG金融債","32.87","+0.26","32.80","32.88","32.80","983000","32300340","112","32.87","32.89","2501775000","9999.95","0.01"
"1120330","00725B","國泰投資級公司債","36.03","+0.19","36.00","36.04","36.00","5116000","184296460","456","36.03","36.04","1838706000","9999.95","0.01"
"1120330","00726B","國泰5Y+新興債","33.29","+0.04","33.26","33.29","33.25","187000","6222410","16","33.28","33.29","1127989000","9999.95","0.01"
"1120330","00727B","國泰1-5Y非投等債","36.89","+0.21","36.79","36.89","36.79","179000","6598220","16","36.88","36.89","87689000","9999.95","0.01"
"1120330","00734B","台新JPM新興債","15.57","+0.03","15.54","15.57","15.51","1002000","15599990","23","15.52","15.57","29979000","9999.95","0.01"
"1120330","00740B","富邦全球投等債","38.81","+0.21","38.83","38.86","38.81","1461000","56757160","92","38.79","38.81","897471000","9999.95","0.01"
"1120330","00741B","富邦全球非投等債","35.68","+0.18","35.54","35.68","35.54","111000","3959060","11","35.61","35.68","8628000","9999.95","0.01"
"1120330","00744B","國泰中國政金債5+","42.88","+0.02","42.86","42.88","42.86","101000","4330860","3","42.91","42.94","25228000","9999.95","0.01"
"1120330","00746B","富邦A級公司債","36.30","+0.25","36.29","36.33","36.29","106000","3849820","9","36.30","36.33","1868964000","9999.95","0.01"
"1120330","00749B","凱基新興債10+","31.41","+0.07","31.35","31.44","31.35","132000","4146490","8","31.36","31.40","942500000","9999.95","0.01"
"1120330","00750B","凱基科技債10+","34.44","+0.20","34.44","34.44","34.44","100000","3444000","2","34.33","34.38","125500000","9999.95","0.01"
