資料日期,代號,名稱,收盤,漲跌,開盤,最高,最低,成交股數,成交金額,成交筆數,最後買價,最後賣價,發行股數,次日漲停價,次日跌停價
"1120407","00679B","元大美債20年","32.89","0.00","32.94","33.02","32.86","26599000","876402020","9361","32.88","32.89","2156692000","9999.95","0.01"
"1120407","00687B","國泰20年美債","34.50","+0.04","34.54","34.61","34.48","6241000","215577230","879","34.49","34.50","334787000","9999.95","0.01"
"1120407","00694B","富邦美債1-3","38.73","-0.13","38.83","38.83","38.73","307000","11910640","23","38.72","38.74","114076000","9999.95","0.01"
"1120407","00695B","富邦美債7-10","35.35","-0.11","35.40","35.41","35.35","170000","6017860","13","35.35","35.37","22686000","9999.95","0.01"
"1120407","00696B","富邦美債20年","34.88","-0.02","34.95","34.98","34.86","1435000","50089950","251","34.87","34.88","655181000","9999.95","0.01"
"1120407","00697B","元大美債7-10","36.47","-0.06","36.59","36.59","36.46","195000","7116630","82","36.47","36.48","13712000","9999.95","0.01"
"1120407","00718B","富邦中國政策債","19.96","-0.07","20.03","20.03","19.96","4000","80010","4","19.94","19.98","620501000","9999.95","0.01"
"1120407","00719B","元大美債1-3","30.78","-0.04","30.82","30.82","30.78","209000","6435280","87","30.78","30.79","213014000","9999.95","0.01"
"1120407","00720B","元大投資級公司債","35.44","0.00","35.46","35.53","35.41","8876000","314846730","3137","35.43","35.44","1605109000","9999.95","0.01"
"1120407","00721B","元大中國債3-5","45.42","-0.03","45.42","45.42","45.42","51000","2316420","2","45.32","45.51","4622000","9999.95","0.01"
"1120407","00722B","群益15年IG電信債","38.59","-0.17","38.68","38.68","38.57","1138000","43947210","82","38.58","38.59","991239000","9999.95","0.01"
"1120407","00723B","群益15年IG科技債","34.38","-0.07","34.45","34.45","34.38","120000","4125800","15","34.34","34.36","1254083000","9999.95","0.01"
"1120407","00724B","群益10年IG金融債","33.75","-0.16","33.90","33.90","33.75","848000","28670010","102","33.74","33.75","2503275000","9999.95","0.01"
"1120407","00725B","國泰投資級公司債","37.06","+0.01","37.12","37.13","37.04","6801000","252305520","1216","37.05","37.06","1846206000","9999.95","0.01"
"1120407","00726B","國泰5Y+新興債","33.71","+0.03","33.76","33.76","33.70","237000","7991690","48","33.70","33.71","1127989000","9999.95","0.01"
"1120407","00727B","國泰1-5Y非投等債","37.33","-0.05","37.37","37.37","37.32","194000","7242120","22","37.33","37.34","88689000","9999.95","0.01"
"1120407","00734B","台新JPM新興債","15.92","+0.21","15.73","16.30","15.73","1011000","16040550","47","15.87","15.93","29979000","9999.95","0.01"
"1120407","00740B","富邦全球投等債","39.87","-0.01","39.95","39.98","39.85","1219000","48623460","115","39.87","39.88","897471000","9999.95","0.01"
"1120407","00741B","富邦全球非投等債","36.04","-0.18","36.13","36.13","36.04","191000","6888940","28","36.05","36.11","8628000","9999.95","0.01"
"1120407","00744B","國泰中國政金債5+","43.09","+0.03","43.07","43.11","43.07","122000","5257220","4","43.06","43.08","25228000","9999.95","0.01"
"1120407","00746B","富邦A級公司債","37.27","+0.02","37.24","37.31","37.24","115000","4285510","15","37.26","37.27","1868964000","9999.95","0.01"
"1120407","00749B","凱基新興債10+","32.18","+0.01","32.10","32.22","32.10","163000","5246980","12","32.13","32.17","942500000","9999.95","0.01"
"1120407","00750B","凱基科技債10+","35.37","+0.03","35.37","35.37","35.37","100000","3537000","2","35.30","35.37","125500000","9999.95","0.01"
"1120407","00751B","元大AAA至A公司債","35.57","-0.01","35.65","35.70","35.55","4723000","168273490","1666","35.56","35.57","2042103000","9999.95","0.01"
"1120407","00754B","群益AAA-AA公司債","37.87","-0.01","37.92","37.93","37.87","113000","4279670","11","37.81","37.84","321900000","9999.95","0.01"
"1120407","00755B","群益15年IG公用債","35.39","+0.03","35.46","35.47","35.38","419000","14829650","15","35.37","35.38","148730000","9999.95","0.01"
"1120407","00756B","群益15年EM主權債","33.20","+0.03","33.22","33.24","33.20","234000","7773540","48","33.22","33.23","1107300000","9999.95","0.01"
"1120407","00758B","復華能源債","52.65","+0.05","52.65","52.65","52.65","100000","5265000","2","52.55","52.70","5525000","9999.95","0.01"
"1120407","00759B","復華製藥債","58.15","+0.05","58.20","58.20","58.15","128000","7444600","3","58.05","58.10","48525000","9999.95","0.01"
"1120407","00760B","復華新興企業債","53.00","+0.10","52.80","53.10","52.75","625000","33141150","55","52.95","53.00","348020000","9999.95","0.01"
"1120407","00761B","國泰A級公司債","37.88","-0.01","37.92","37.96","37.87","423000","16033520","100","37.88","37.89","2135589000","9999.95","0.01"
"1120407","00764B","群益25年美債","34.38","-0.02","34.50","34.52","34.38","119000","4100450","15","34.38","34.40","679000000","9999.95","0.01"
